finding_id,company,ticker,sector,source_id,finding_name,finding_type,evidence_quotation,page_or_section,evidence_strength,confidence,reason_excluded_from_operational_count,coded_by,coded_date,notes
BARC-STR-002,Barclays,BARC,Banks,BARC-001,Digital transformation (p.126),digital_transformation,"rging technologies and its impact on Barclays’ capabilities. As the organisation advanced its digital transformation - enhancing digital, data and AI expertise, and streamlining customer journeys and their related processes - the Board recognised the ongoing need to engage deeply in these rapid",p.126,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging BARC-STR-002 (reviewer_decision=accept). Concrete workforce/skills-training statement (2,500 colleagues trained; 30,000 learning hours) tied to AI/cloud/digital-transformation fundamentals -- specific quantified figures given, but no deployment-stage or discrete-task detail -- matches 2_moderate/medium. reviewer_notes at staging:  REVIEW: genuine AI-strategy/Board-oversight disclosure, correctly excluded from operational count (no discrete task/deployment-stage evidence at this specific passage)."
AV-STR-001,Aviva,AV,Life insurance,AV-001,Technology strategy (p.24),technology_strategy,"pace to meet expectations. Mobile is now clearly the preferred channel, with its share of global website traffic doubling over the last ten years. GenAI adoption is increasing at an unprecedented rate, with ChatGPT weekly users accounting for around one in nine people across the entire global popula",p.24,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging AV-STR-001 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: genuine AI-strategy/capability-building disclosure, correctly excluded from operational count (no discrete task/deployment-stage evidence at this specific passage)."
AV-STR-002,Aviva,AV,Life insurance,AV-001,Data and ai capability building (p.28),data_and_ai_capability_building,"Aviva's customer base, the breadth of our products, and the extent of our datasets, we have a bigger opportunity than most to unlock benefits from AI. Over the past decade, we have modernised and transformed our infrastructure, so we have many of the right AI foundations in place. We have alread",p.28,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging AV-STR-002 (reviewer_decision=accept). Names a specific internal team (TBS) building data-and-AI capability at scale, but no discrete task or deployment evidence -- matches 2_moderate/medium. reviewer_notes at staging:  REVIEW: genuine AI-strategy/capability-building disclosure, correctly excluded from operational count (no discrete task/deployment-stage evidence at this specific passage)."
AV-STR-003,Aviva,AV,Life insurance,AV-002,Embedding ai into operations (p.99),embedding_ai_into_operations,"ership on growing our businesses. The Board also conducted deep dives into horizon scanning, customer experience and engagement, and digital and Generative AI opportunities and roadmaps. This was followed by another strategy deep dive in November, where the strategy was further reviewed and refined with",p.99,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging AV-STR-003 (reviewer_decision=accept). Company-primary statement of embedding AI into operations with a clear (if broad) capability described, but no specific task, deployment stage, or measurable outcome -- matches 2_moderate/medium. reviewer_notes at staging:  REVIEW: genuine AI-strategy/capability-building disclosure, correctly excluded from operational count (no discrete task/deployment-stage evidence at this specific passage)."
MKS-STR-001,Marks & Spencer,MKS,Food & drug retailing,MKS-003,Digital transformation (not_applicable),digital_transformation,"hnology and digital transformation is a strategic priority as M&S reshapes for growth M&S is giving every Store Manager and support centre colleague AI and AgenticAI tools to make tasks like accessing data and analysis quicker and simpler, freeing up time to focus on customers and colleagues. M&S is",not_applicable,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging MKS-STR-001 (reviewer_decision=accept). Concrete workforce/skills-training statement (2,500 colleagues trained; 30,000 learning hours) tied to AI/cloud/digital-transformation fundamentals -- specific quantified figures given, but no deployment-stage or discrete-task detail -- matches 2_moderate/medium. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count at this specific passage (the discrete Copilot deployment itself is separately captured as MKS-OP-001)."
MKS-STR-002,Marks & Spencer,MKS,Food & drug retailing,MKS-003,Embedding ai into operations (not_applicable),embedding_ai_into_operations,"orting into recommendations and actions that will help M&S colleagues get closer to customers. M&S CEO Stuart Machin said: “We’re already embedding AI across M&S – supporting stock forecasting and ordering, generating marketing materials, and powering a colleague help hub with AI agents. Now 11,000",not_applicable,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging MKS-STR-002 (reviewer_decision=accept). Company-primary statement of embedding AI into operations with a clear (if broad) capability described, but no specific task, deployment stage, or measurable outcome -- matches 2_moderate/medium. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count at this specific passage (the discrete Copilot deployment itself is separately captured as MKS-OP-001)."
STAN-STR-001,Standard Chartered,STAN,Banks,STAN-001,Technology strategy (p.16),technology_strategy,"ct the US to grow by 2.3 per cent in 2026, on the back of strong business investment and spending, supported by corporate tax cuts and the race for AI adoption. We expect euro area growth to be more muted at 1.1 per cent given trade pressures – from US tariffs, increasing competition from China a",p.16,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging STAN-STR-001 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count (the discrete tool deployments are separately captured as STAN-OP-001/002)."
STAN-STR-002,Standard Chartered,STAN,Banks,STAN-001,Technology strategy (p.17),technology_strategy,"consumption, amid the prolonged housing-market correction. China’s total factor productivity gains should continue to fuel growth, aided by rapid AI adoption. The 15th Five Year Plan (FYP) continues to push for consumption-based and technology-driven growth, underlining China’s structural transi",p.17,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging STAN-STR-002 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count (the discrete tool deployments are separately captured as STAN-OP-001/002)."
STAN-STR-003,Standard Chartered,STAN,Banks,STAN-001,Technology strategy (p.33),technology_strategy,"Bank for Consumers by Euromoney and the top mobile banking app for a digital bank globally by The Digital Banker. The bank made strong progress on AI adoption, driving productivity gains and enhanced customer experience. In Q1 2025, Trust Bank launched its digital wealth platform, TrustInvest, in",p.33,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging STAN-STR-003 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count (the discrete tool deployments are separately captured as STAN-OP-001/002)."
STAN-STR-004,Standard Chartered,STAN,Banks,STAN-001,Technology strategy (p.268),technology_strategy,"r last year. The outlook is supported by strong business investment and spending, which will be underpinned by corporate tax cuts and the race for AI adoption. Similarly, the outlook for the Middle East is expected to be slightly better in 2026 as OPEC+ cuts are phased out resulting in the gradua",p.268,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging STAN-STR-004 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count (the discrete tool deployments are separately captured as STAN-OP-001/002)."
STAN-STR-005,Standard Chartered,STAN,Banks,STAN-002,Embedding ai into operations (p.9),embedding_ai_into_operations,"2024, we saw profound changes across geopolitics, technology, and the need for a better and more sustainable model of growth. The full scale of the AI opportunity started to dawn on businesses and governments alike, with greater appreciation for how incremental investments can drive near-term gr",p.9,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging STAN-STR-005 (reviewer_decision=accept). Company-primary statement of embedding AI into operations with a clear (if broad) capability described, but no specific task, deployment stage, or measurable outcome -- matches 2_moderate/medium. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count (the discrete tool deployments are separately captured as STAN-OP-001/002)."
PRU-STR-001,Prudential plc,PRU,Life insurance,PRU-001,Technology strategy (p.178),technology_strategy,"iew Board workshop on asset and liability management, led by the Group Chief Investment Officer Update on US tariffs Externally-led Board workshop on AI adoption in practice July Indonesia business update and market overview Externally-led session on Indonesia’s macro-economic and political landscape",p.178,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging PRU-STR-001 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: genuine AI-strategy/Board-oversight disclosure."
PRU-STR-002,Prudential plc,PRU,Life insurance,PRU-001,Technology strategy (p.194),technology_strategy,"s, a key area of focus for the Committee is ensuring that the Board has the skills and experience to continue to oversee the Group’s technology and AI strategy over the longer-term. During 2025, the Committee also reviewed the membership of the Board’s principal Committees and concluded that mem",p.194,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging PRU-STR-002 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: genuine AI-strategy/Board-oversight disclosure."
PRU-STR-003,Prudential plc,PRU,Life insurance,PRU-002,Embedding ai into operations (p.51),embedding_ai_into_operations,"We have partnered with Google Cloud on the pilot launch of MedLM, a generative AI fine tuned for the healthcare industry, to improve the accuracy and efficiency of managing medical insurance claims. [Corroborating but inconsistently-tensed passage elsewhere in the same report, p.113: 'In Malaysia and Singapore, we launched MedLM, a clinical large language model developed by Google, which is expediting claims' review and increasing accuracy of decision processes.']",p.51,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging PRU-STR-003 (reviewer_decision=accept). Company-primary statement of embedding AI into operations with a clear (if broad) capability described, but no specific task, deployment stage, or measurable outcome -- matches 2_moderate/medium. reviewer_notes at staging: REVIEW: MedLM (Google Cloud's healthcare-tuned generative AI/LLM) for medical-claims document analysis. Coded as STRATEGIC, not operational, because the company's own risk-management passage explicitly calls it a 'pilot launch', and the original October 2024 press release (also an approved source this session) describes a bounded 3-4 month test in Singapore/Malaysia only, comparing MedLM's output to human decisions with a 'human in the loop' -- i.e. an evaluation phase, not a confirmed production deployment. A second passage in the same annual report (p.113) uses more definite 'launched'/'is expediting' language, which is noted as a genuine internal inconsistency but not treated as sufficient on its own to override the company's explicit 'pilot' self-description elsewhere. Per Core Rule 4 and this controller's rule against classifying pilots as operational, excluded from the operational count; may be revisited if the pilot's graduation to production is confirmed in a future report."
IAG-STR-001,International Airlines Group,IAG,Travel & leisure,IAG-001,Technology strategy (p.76),technology_strategy,"route network adaptation; political risk and government policy changes, including policy shift or greater protectionism, pace of transformation; AI adoption and the impact to workforce and future skill sets; managing the cost base; the Group’s industrial relations landscape and challenges in",p.76,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging IAG-STR-001 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: general AI risk-factor/opportunity-identification language (workforce impact, business-case development), no discrete task, product name or deployment stage -- correctly excluded from operational count. No explicit generative-AI/LLM/copilot language found anywhere in either annual report."
IAG-STR-002,International Airlines Group,IAG,Travel & leisure,IAG-001,Embedding ai into operations (p.85),embedding_ai_into_operations,"er service and brand experience • Critical skill sets are not in place to execute on the required transformation plan or to exploit innovation and AI opportunities and drive the business forward • Technical licensed staff, including pilots and engineers, need to be secured to maintain operations",p.85,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging IAG-STR-002 (reviewer_decision=accept). Company-primary statement of embedding AI into operations with a clear (if broad) capability described, but no specific task, deployment stage, or measurable outcome -- matches 2_moderate/medium. reviewer_notes at staging:  REVIEW: general AI risk-factor/opportunity-identification language (workforce impact, business-case development), no discrete task, product name or deployment stage -- correctly excluded from operational count. No explicit generative-AI/LLM/copilot language found anywhere in either annual report."
IAG-STR-003,International Airlines Group,IAG,Travel & leisure,IAG-001,Embedding ai into operations (p.88),embedding_ai_into_operations,"ty and availability of data are not sufficient and ready to exploit AI use cases • Lack of accuracy or insufficient human oversight of AI tools and agentic AI development and outputs within technical teams and by employees in the operating companies could result in errors, suboptimal business decisions o",p.88,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging IAG-STR-003 (reviewer_decision=accept). Company-primary statement of embedding AI into operations with a clear (if broad) capability described, but no specific task, deployment stage, or measurable outcome -- matches 2_moderate/medium. reviewer_notes at staging:  REVIEW: general AI risk-factor/opportunity-identification language (workforce impact, business-case development), no discrete task, product name or deployment stage -- correctly excluded from operational count. No explicit generative-AI/LLM/copilot language found anywhere in either annual report."
IAG-STR-004,International Airlines Group,IAG,Travel & leisure,IAG-001,Technology strategy (p.88),technology_strategy,"f resilience, to ensure that the Group is well prepared for any further external headwinds that may impact the aviation industry. Opportunities for AI adoption to drive efficiencies and better insights have been identified across the Group’s businesses with business cases and implementation subjec",p.88,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging IAG-STR-004 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: general AI risk-factor/opportunity-identification language (workforce impact, business-case development), no discrete task, product name or deployment stage -- correctly excluded from operational count. No explicit generative-AI/LLM/copilot language found anywhere in either annual report."
IAG-STR-005,International Airlines Group,IAG,Travel & leisure,IAG-001,Technology strategy (p.89),technology_strategy,"ess model; • Areas of risk or opportunity for the Group, such as workforce availability, migration, war for talent and critical skill sets, AI and agentic AI adoption, outcomes of mis- and dis-information, and workforce demographic changes; • Airframe and engine availability, performance and reliability",p.89,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging IAG-STR-005 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: general AI risk-factor/opportunity-identification language (workforce impact, business-case development), no discrete task, product name or deployment stage -- correctly excluded from operational count. No explicit generative-AI/LLM/copilot language found anywhere in either annual report."
IAG-STR-006,International Airlines Group,IAG,Travel & leisure,IAG-002,Technology strategy (p.77),technology_strategy,"route network adaptation; political risk and government changes, including potential policy change with new governments, pace of transformation; AI adoption and future skillset; managing the cost base; the Group’s industrial relations landscape and challenges in securing collective agreements",p.77,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging IAG-STR-006 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: general AI risk-factor/opportunity-identification language (workforce impact, business-case development), no discrete task, product name or deployment stage -- correctly excluded from operational count. No explicit generative-AI/LLM/copilot language found anywhere in either annual report."
IAG-STR-007,International Airlines Group,IAG,Travel & leisure,IAG-002,Embedding ai into operations (p.86),embedding_ai_into_operations,"r service and brand experience. • Critical skillsets are not in place to execute on the required transformation plan or to exploit innovation and AI opportunities and drive the business forward. • Technical licensed staff, including pilots and engineers, need to be secured to maintain operation",p.86,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging IAG-STR-007 (reviewer_decision=accept). Company-primary statement of embedding AI into operations with a clear (if broad) capability described, but no specific task, deployment stage, or measurable outcome -- matches 2_moderate/medium. reviewer_notes at staging:  REVIEW: general AI risk-factor/opportunity-identification language (workforce impact, business-case development), no discrete task, product name or deployment stage -- correctly excluded from operational count. No explicit generative-AI/LLM/copilot language found anywhere in either annual report."
IAG-STR-008,International Airlines Group,IAG,Travel & leisure,IAG-002,Embedding ai into operations (p.89),embedding_ai_into_operations,"rands and our customers. • The levels of data capture, data storage and security and availability of data, are not sufficient and ready to exploit AI use cases. • Lack of accuracy or insufficient human oversight of AI tools and outputs could result in errors or suboptimal business decisions. • Th",p.89,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging IAG-STR-008 (reviewer_decision=accept). Company-primary statement of embedding AI into operations with a clear (if broad) capability described, but no specific task, deployment stage, or measurable outcome -- matches 2_moderate/medium. reviewer_notes at staging:  REVIEW: general AI risk-factor/opportunity-identification language (workforce impact, business-case development), no discrete task, product name or deployment stage -- correctly excluded from operational count. No explicit generative-AI/LLM/copilot language found anywhere in either annual report."
IAG-STR-009,International Airlines Group,IAG,Travel & leisure,IAG-002,Technology strategy (p.89),technology_strategy,"f resilience, to ensure that the Group is well prepared for any further external headwinds that may impact the aviation industry. Opportunities for AI adoption to drive efficiencies and better insights have been identified across the Group’s businesses with business cases and implementation subjec",p.89,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging IAG-STR-009 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: general AI risk-factor/opportunity-identification language (workforce impact, business-case development), no discrete task, product name or deployment stage -- correctly excluded from operational count. No explicit generative-AI/LLM/copilot language found anywhere in either annual report."
IAG-STR-010,International Airlines Group,IAG,Travel & leisure,IAG-002,Technology strategy (p.90),technology_strategy,"aviation and the Group’s business model; • areas of risk or opportunity for the Group, such as workforce availability, migration, war for talent, AI adoption, outcomes of mis- and dis-information, and workforce demographic changes; • structural changes in how customers travel; • airframe and e",p.90,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-04,"Promoted from staging IAG-STR-010 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: general AI risk-factor/opportunity-identification language (workforce impact, business-case development), no discrete task, product name or deployment stage -- correctly excluded from operational count. No explicit generative-AI/LLM/copilot language found anywhere in either annual report."
NWG-STR-001,NatWest Group,NWG,Banks,NWG-001,Embedding ai into operations (p.42),embedding_ai_into_operations,Business performance review: pages 25 to 32 • Improving customer experience and accessibility of our digital channels: pages 46 to 47 • Embedding AI in our customer journeys: page 47 • Digital stability: page 47 We are helping to address the climate challenge by supporting our customers’ transi,p.42,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-05,"Promoted from staging NWG-STR-001 (reviewer_decision=accept). Company-primary statement of embedding AI into operations with a clear (if broad) capability described, but no specific task, deployment stage, or measurable outcome -- matches 2_moderate/medium. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count (the discrete tool deployment itself is separately captured as NWG-OP-001)."
NWG-STR-002,NatWest Group,NWG,Banks,NWG-001,Embedding ai into operations (p.49),embedding_ai_into_operations,"Sustainability review continued | Innovation in our products and services continued Embedding AI in our customer journeys We want our customers to find banking with us easier, and AI is a capability that we believe can help us become a simpler",p.49,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-05,"Promoted from staging NWG-STR-002 (reviewer_decision=accept). Company-primary statement of embedding AI into operations with a clear (if broad) capability described, but no specific task, deployment stage, or measurable outcome -- matches 2_moderate/medium. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count (the discrete tool deployment itself is separately captured as NWG-OP-001)."
NWG-STR-003,NatWest Group,NWG,Banks,NWG-001,Technology strategy (p.120),technology_strategy,"rging from the strategic partnership model announced in July 2025. The insights gained enhanced the Board’s understanding of the digital, data and AI strategy and informed its oversight of investment decisions, transformation priorities, operational resilience, and development of customer driven",p.120,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-05,"Promoted from staging NWG-STR-003 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count (the discrete tool deployment itself is separately captured as NWG-OP-001)."
NWG-STR-004,NatWest Group,NWG,Banks,NWG-001,Technology strategy (p.141),technology_strategy,"e team, with deliverables expected by the end of 2025. AI adoption is progressing, with tools like CoPilot Chat and Aiden (an internally developed generative AI tool) rolled out to employees, with an initial focus on building avatars capable of developing an empathetic response; and deepfake detection capab",p.141,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-05,"Promoted from staging NWG-STR-004 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count (the discrete tool deployment itself is separately captured as NWG-OP-001)."
NWG-STR-005,NatWest Group,NWG,Banks,NWG-002,Digital transformation (p.28),digital_transformation,"stomers, suppliers and colleagues interact, transact, and manage their finances. The digital transformation is evident in the growing adoption of AI-powered financial assistants, blockchain-based payment systems, and personalised banking experiences. The shift towards a more digital-first appro",p.28,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-05,"Promoted from staging NWG-STR-005 (reviewer_decision=accept). Concrete workforce/skills-training statement (2,500 colleagues trained; 30,000 learning hours) tied to AI/cloud/digital-transformation fundamentals -- specific quantified figures given, but no deployment-stage or discrete-task detail -- matches 2_moderate/medium. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count (the discrete tool deployment itself is separately captured as NWG-OP-001)."
NWG-STR-006,NatWest Group,NWG,Banks,NWG-002,Technology strategy (p.126),technology_strategy,"uty, using a One Bank approach. Discussion was enhanced by the attendance of one of the bank’s ‘Distinguished Engineers’. Progress on the bank’s AI adoption activity, strategic direction and ambition was discussed. The updates focused on: customer benefit; plans to scale use cases; delivery and",p.126,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-05,"Promoted from staging NWG-STR-006 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count (the discrete tool deployment itself is separately captured as NWG-OP-001)."
AAL-STR-001,Anglo American plc,AAL,Mining,AAL-001,Technology strategy (p.33),technology_strategy,". It is about reducing variability, increasing capacity, focusing on efficiency and understanding constraints – all of which can be optimised with AI. Like any new technology, however, AI comes with opportunities and risks. AI adoption also requires cultural change, reshaping our approach to wo",p.33,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-05,"Promoted from staging AAL-STR-001 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count (no discrete task/deployment-stage evidence at this specific passage)."
AAL-STR-002,Anglo American plc,AAL,Mining,AAL-001,Embedding ai into operations (p.30),embedding_ai_into_operations,"Industrial systems can be complex, so we are employing generative AI against our internal knowledge stores to better inform and train our people on the ground. Generative AI also accelerates analytical analysis... an emerging technology team is focusing on generative AI tools, prioritising mining-specific use cases which will generate a return on investment.",p.30,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-05,"Promoted from staging AAL-STR-002 (reviewer_decision=accept). Company-primary statement of embedding AI into operations with a clear (if broad) capability described, but no specific task, deployment stage, or measurable outcome -- matches 2_moderate/medium. reviewer_notes at staging: REVIEW: genuine, explicit generative-AI disclosure (internal-knowledge-store Q&A/training; analytical acceleration) split out of AAL-REJ-004/005 (over-consolidated 'vague_general_ai_reference' rows). NOT coded as operational because no specific named tool, user group or deployment stage is given -- 'an emerging technology team is focusing on generative AI tools, prioritising...use cases which will generate a return on investment' is forward-looking capability-building language, not a confirmed discrete deployment. Correctly excluded from the operational count per the rule against classifying strategy discussion as operational."
CTEC-STR-001,Convatec,CTEC,Health care equipment & supplies,CTEC-001,Digital transformation (p.47),digital_transformation,"colleagues. This strategic shift in our approach to data privacy supports Convatec’s continued digital transformation, particularly as we embrace AI and enhance our omnichannel capabilities. By proactively adapting to the dynamic regulatory landscape and continually strengthening our privacy p",p.47,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-05,"Promoted from staging CTEC-STR-001 (reviewer_decision=accept). Concrete workforce/skills-training statement (2,500 colleagues trained; 30,000 learning hours) tied to AI/cloud/digital-transformation fundamentals -- specific quantified figures given, but no deployment-stage or discrete-task detail -- matches 2_moderate/medium. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count (the discrete named-tool deployment itself is separately captured as CTEC-OP-001)."
CTEC-STR-002,Convatec,CTEC,Health care equipment & supplies,CTEC-001,Embedding ai into operations (p.47),embedding_ai_into_operations,"implementing approved use cases that support harmonisation, efficiency and informed decision‑making across the organisation. With high levels of AI literacy training completed and increasing use of productivity tools, Convatec continues to embed AI in a responsible, well‑managed and future‑r",p.47,2_moderate,medium,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-05,"Promoted from staging CTEC-STR-002 (reviewer_decision=accept). Company-primary statement of embedding AI into operations with a clear (if broad) capability described, but no specific task, deployment stage, or measurable outcome -- matches 2_moderate/medium. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count (the discrete named-tool deployment itself is separately captured as CTEC-OP-001)."
CTEC-STR-003,Convatec,CTEC,Health care equipment & supplies,CTEC-001,Technology strategy (p.73),technology_strategy,"tive‑led IT and Cybersecurity steering committee provides oversight on cyber and information security risks, incidents and resilience. Executive‑led AI steering committee reviews AI strategy, risks and opportunities and resource prioritisation – IT general control framework and monitoring programm",p.73,1_weak,low,"Strategic/capability-building language with no discrete operational task, user group, or deployment stage evidenced -- does not meet the operational use-case bar.",human,2026-08-05,"Promoted from staging CTEC-STR-003 (reviewer_decision=accept). Broad statement that AI is used to 'optimise operations', with no specific task, team, or deployment evidence described -- matches 1_weak/low. reviewer_notes at staging:  REVIEW: genuine AI-strategy disclosure, correctly excluded from operational count (the discrete named-tool deployment itself is separately captured as CTEC-OP-001)."
