finding_id,company,ticker,sector,source_ids,finding_name,finding_type,evidence_quotation_or_summary,page_or_section,employee_training,responsible_ai_framework,human_involvement_discussed,privacy_discussed,accuracy_or_hallucination_discussed,environmental_limitation_discussed,reason_excluded_from_operational_count,coded_by,coded_date,notes
STAN-GOV-008,Standard Chartered,STAN,Banks,STAN-002,Ai governance framework (p.34),document_level_governance_discussion,"t disruption and new risks. • We have established enhanced governance for novel areas, such as the Digital Asset Risk Committee and the Responsible AI Council. • We manage data risks through our Compliance Risk Type Framework and information security risks through our Information and Cyber Securit",p.34,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging STAN-GOV-008 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Control Tower, AI Safety team oversight)."
STAN-GOV-009,Standard Chartered,STAN,Banks,STAN-003,Ai governance framework (not_applicable),document_level_governance_discussion,"rounded in strong data foundations, transparent governance and human accountability, so innovation can scale with trust. Enterprise Our centralised AI Factory platform helps us quickly build and deploy new solutions. Colleagues We combine enterprise software subscriptions with tailored capabilitie",not_applicable,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging STAN-GOV-009 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Control Tower, AI Safety team oversight)."
STAN-GOV-010,Standard Chartered,STAN,Banks,STAN-003,Safeguards and responsible use (not_applicable),document_level_governance_discussion,"n Awards 2025 Best New AI Product Launch of the Year and Outstanding Contribution by an AI Team to an Institution for SC GPT, our bespoke enterprise LLM tool Outstanding Contribution by an AI Team to Responsible AI for findings from an in-depth study into fairness in LLMs Best AI Innovation Lab for",not_applicable,yes,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging STAN-GOV-010 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Control Tower, AI Safety team oversight)."
PRU-GOV-001,Prudential plc,PRU,Life insurance,PRU-001,Ai governance framework (p.12),document_level_governance_discussion,"ions of our technology and operations to better deliver for our customers. We are working to develop and embed near-term commercial applications of AI, exploring its longer-term transformation potential, and scaling responsibly within robust cybersecurity, data protection and ethical governance fr",p.12,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-001 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-002,Prudential plc,PRU,Life insurance,PRU-001,Ai governance framework (p.68),document_level_governance_discussion,luated via appropriate governance channels for ethical considerations and that associated risks are well managed. An oversight forum for the use of AI is also in place to ensure compliance with the AI Ethics Principles adopted by the Group with the aim to ensure the safe use of AI. Employees are a,p.68,no,no,unclear,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-002 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-003,Prudential plc,PRU,Life insurance,PRU-001,Safeguards and responsible use (p.68),document_level_governance_discussion,"hat are technologically advanced, secure, ethically sound, and socially responsible. With our customers at the core of our operations, we apply our AI Ethics Principles in everything we do. These principles apply to both our own and third-party solutions, ensuring that every AI system and innovati",p.68,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-003 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-004,Prudential plc,PRU,Life insurance,PRU-001,Ai governance framework (p.82),document_level_governance_discussion,". Prudential seeks to consider potential risks and negative outcomes, and proactively build risk mitigation governance practices, when implementing AI technologies to mitigate these unintended effects, The markets for financial services are highly competitive, with a number of factors affecting P",p.82,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-004 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-005,Prudential plc,PRU,Life insurance,PRU-001,Safeguards and responsible use (p.83),document_level_governance_discussion,"ew and currently unforeseeable regulatory, reputational and operational issues may also arise from the increased use of emerging technology such as generative AI which requires careful consideration and guardrails established to enable its safe use. Regulatory developments in cyber security and data protecti",p.83,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-005 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-006,Prudential plc,PRU,Life insurance,PRU-001,Ai governance framework (p.93),document_level_governance_discussion,strategy planning for the longer term; how the Board considers capital allocation and the creation of shareholder value; the use of technology and AI; and the Board’s strategy on non- core assets. Shareholders also asked about strategy in key markets and questions on operational and governance top,p.93,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-006 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-007,Prudential plc,PRU,Life insurance,PRU-001,Ai governance framework (p.97),document_level_governance_discussion,"ation and the American Council of Life Insurers, contributing to policy discussions on systemic risk, climate related supervision, protection gaps, AI governance and the Insurance Capital Standard. How the Board engages and communicates During 2025, the Risk Committee oversaw the progress of the",p.97,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-007 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-008,Prudential plc,PRU,Life insurance,PRU-001,Safeguards and responsible use (p.112),document_level_governance_discussion,"such as footprint reduction, inclusive products and services, stronger supplier standards, and responsible use of data and Artificial Intelligence (AI). We also convene and contribute, bringing emerging-market perspectives to global conversations. Through partnerships and thought leadership, we",p.112,no,yes,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-008 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-009,Prudential plc,PRU,Life insurance,PRU-001,Ai governance framework (p.180),document_level_governance_discussion,"ing across the Group (including to ensure a diverse talent pipeline) (Sustainability and Nomination & Governance Committees). – Continue to focus on AI, technology, data and cyber risks and controls (Audit and Risk Committees). – Further refining agendas in order to allocate more time to the most sig",p.180,no,no,no,no,no,unclear,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-009 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-010,Prudential plc,PRU,Life insurance,PRU-001,Ai governance framework (p.190),document_level_governance_discussion,"ber attacks on other companies. We have strengthened our technology governance, with particular focus on foundational technology controls, data and AI. Key activities and other regular activities are described overleaf. Jeremy Anderson Chair of the Risk Committee Key committee activities in 2025 M",p.190,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-010 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-011,Prudential plc,PRU,Life insurance,PRU-001,Ai governance framework (p.193),document_level_governance_discussion,"and – Corporate Governance developments. 2026 priorities – Continue Board succession planning, with particular focus on expertise in technology and AI; – Continued focus on increasing diversity in Board composition; and – Supporting a smooth transition of the Chair. 1 9 1 P r u d e n t i a l p l c",p.193,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-011 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-012,Prudential plc,PRU,Life insurance,PRU-001,Ai governance framework (p.210),document_level_governance_discussion,"ntributing to policy discussions on macroprudential supervision, systemic risk, climate-related aspects, protection gaps, artificial intelligence (AI) governance and Insurance Capital Standard. Through participation in IAIS-led events, Prudential helped shape emerging international standard sett",p.210,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-012 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-013,Prudential plc,PRU,Life insurance,PRU-002,Ai governance framework (p.58),document_level_governance_discussion,"mental, social and governance (ESG) and climate-related) and technology innovation- related (including machine learning and artificial intelligence (AI), data security, privacy and cyber resilience) risks, which can potentially impact the Group both financially and reputationally given evolving st",p.58,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-013 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-014,Prudential plc,PRU,Life insurance,PRU-002,Ai governance framework (p.70),document_level_governance_discussion,"annels for ethical considerations and that associated risks are well managed. Employees are regularly reminded of the paramount importance of these AI ethics across all markets, while we engage in ongoing dialogues and cooperative initiatives with our regulators. Prudential’s AI governance and eth",p.70,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-014 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-015,Prudential plc,PRU,Life insurance,PRU-002,Safeguards and responsible use (p.70),document_level_governance_discussion,"vices that are technologically advanced, ethically sound, and socially responsible. With our customers at the core of our operations, we apply our AI Ethics Principles in everything we do. These principles apply to both our own and third-party solutions, ensuring that every AI system and innovati",p.70,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-015 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-016,Prudential plc,PRU,Life insurance,PRU-002,Safeguards and responsible use (p.72),document_level_governance_discussion,"ular independent validation (including limitations, known errors and approximations) of all Group critical tools. An oversight forum for the use of AI is also in place to ensure compliance with the AI Ethics Principles adopted by the Group with the aim to ensure the safe use of AI. Strategic repor",p.72,no,no,unclear,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-016 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-017,Prudential plc,PRU,Life insurance,PRU-002,Ai governance framework (p.83),document_level_governance_discussion,". Prudential seeks to consider potential risks and negative outcomes, and proactively build risk mitigation governance practices, when implementing AI technologies to mitigate these unintended effects. 3.2 Prudential’s businesses are conducted in highly competitive environments with rapidly develo",p.83,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-017 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-018,Prudential plc,PRU,Life insurance,PRU-002,Safeguards and responsible use (p.85),document_level_governance_discussion,"ew and currently unforeseeable regulatory, reputational and operational issues may also arise from the increased use of emerging technology such as generative AI which requires careful consideration and guardrails established to enable its safe use. Regulatory developments in cyber security and data protecti",p.85,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-018 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-019,Prudential plc,PRU,Life insurance,PRU-002,Ai governance framework (p.88),document_level_governance_discussion,"ry has led to new and unforeseen regulatory requirements and issues, including expectations regarding the governance and ethical use of technology, AI, as well as other resilience-related aspects such as data security, privacy and cyber resilience. Further, distribution and product suitability lin",p.88,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-019 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-020,Prudential plc,PRU,Life insurance,PRU-002,Ai governance framework (p.112),document_level_governance_discussion,"nd 87,400 teachers trained globally by Cha-Ching since 2016 $12.5 million spent on community investment 19,800 employees volunteering hours Powerful AI tool, MedLM, launched to expedite customer claims Strategic report Governance Directors' remuneration report Financial statements EEV basis results",p.112,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-020 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-021,Prudential plc,PRU,Life insurance,PRU-002,Ai governance framework (p.192),document_level_governance_discussion,"the Group’s approach to subsidiary audit and risk governance, non-financial and operational risks, cyber security, technology, data governance and AI. A joint meeting was also held with the Risk and Sustainability committees to agree the approach to oversight of non- financial reporting, which thi",p.192,no,no,unclear,no,no,unclear,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-021 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-022,Prudential plc,PRU,Life insurance,PRU-002,Ai governance framework (p.198),document_level_governance_discussion,"held with the Audit Committee to consider technology-related risks and controls, specifically on cyber security, privacy, artificial intelligence (AI), and data governance. The Committee receives updates from the chief risk and compliance officers of the Material Subsidiaries to provide greater",p.198,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-022 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-023,Prudential plc,PRU,Life insurance,PRU-002,Ai governance framework (p.200),document_level_governance_discussion,"presented to the Committee in October. Joint meetings of the Risk and Audit Committees received a cyber security and privacy update in May and an AI progress and data governance update in October. The May meeting covered key external developments relevant to cyber security and data privacy, inc",p.200,no,no,no,no,no,unclear,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-023 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
PRU-GOV-024,Prudential plc,PRU,Life insurance,PRU-003,Safeguards and responsible use (not_applicable),document_level_governance_discussion,"Sitemap Terms of use Privacy notice Prudential employee privacy notice Share, bond and investments frauds Modern slavery statement Responsible AI at Prudential Speak out Report a security issue Prudential plc, incorporated and registered in England and Wales. Registered office: 5th Floor, 10",not_applicable,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging PRU-GOV-024 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: genuine AI-governance disclosure (AI Ethics Principles, oversight forum)."
IAG-GOV-001,International Airlines Group,IAG,Travel & leisure,IAG-001,Ai governance framework (p.55),document_level_governance_discussion,"nsatlantic operations and redeploy the assets aligned with strategic priorities. Our transformation will continue, with a busy pipeline of data and AI initiatives to enhance operations, reduce costs and elevate customer experience. Strategic Report Corporate Governance Financial Statements Susta",p.55,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging IAG-GOV-001 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: general AI governance/oversight disclosure, no generative-AI-specific content."
IAG-GOV-002,International Airlines Group,IAG,Travel & leisure,IAG-001,Ai governance framework (p.70),document_level_governance_discussion,"pipelines through partnership with universities, colleges and sixth forms and continues to support colleagues through AI literacy and a Group-led AI Academy, offering foundational learning and role-based AI pathways. Strategic Report Corporate Governance Financial Statements Sustainability St",p.70,no,no,no,no,no,unclear,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging IAG-GOV-002 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: general AI governance/oversight disclosure, no generative-AI-specific content."
IAG-GOV-003,International Airlines Group,IAG,Travel & leisure,IAG-001,Ai governance framework (p.77),document_level_governance_discussion,"tory compliance Operating company CEOs/General Counsel Sustainable aviation Chief Financial and Sustainability Officer Transformation, innovation and AI Chief Transformation and Procurement Officer Strategic Report Corporate Governance Financial Statements Sustainability Statement International Ai",p.77,no,no,no,no,no,unclear,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging IAG-GOV-003 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: general AI governance/oversight disclosure, no generative-AI-specific content."
IAG-GOV-004,International Airlines Group,IAG,Travel & leisure,IAG-001,Ai governance framework (p.88),document_level_governance_discussion,"da and the risks to delivery • The Group transformation agenda is subject to Board approval and progress is regularly monitored by the Board • Group AI governance committee to assess AI initiatives to allow the Group businesses to exploit AI capabilities, with mirrored committees in place across al",p.88,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging IAG-GOV-004 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: general AI governance/oversight disclosure, no generative-AI-specific content."
IAG-GOV-005,International Airlines Group,IAG,Travel & leisure,IAG-001,Ai governance framework (p.103),document_level_governance_discussion,"held at the Board strategy meeting which, in 2025, included specific updates on leadership, talent, culture, diversity and inclusion, reward and AI enablement. Strategic Report Corporate Governance Financial Statements Sustainability Statement International Airlines Group | Annual Report and A",p.103,no,no,no,no,no,unclear,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging IAG-GOV-005 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: general AI governance/oversight disclosure, no generative-AI-specific content."
IAG-GOV-006,International Airlines Group,IAG,Travel & leisure,IAG-001,Ai governance framework (p.109),document_level_governance_discussion,"cern • Effectiveness review of the internal control and risk management systems • External auditor’s yearly report • IT updates, including cyber and AI Shareholders, stakeholders and governance • Shareholders returns including share buybacks and dividends • Transactions with related parties • Susta",p.109,no,no,no,no,no,no,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging IAG-GOV-006 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: general AI governance/oversight disclosure, no generative-AI-specific content."
IAG-GOV-007,International Airlines Group,IAG,Travel & leisure,IAG-002,Ai governance framework (p.20),document_level_governance_discussion,g companies means we can invest much more efficiently than any one airline. We have a designated team to oversee this work as well as two bespoke AI labs in London and Barcelona. Strategic Report Corporate Governance Financial Statements Sustainability Statement Chief Executive Officer’s review c,p.20,no,no,no,no,no,unclear,"Governance/oversight framework discussion, not attributed to any individual use case -- not itself an operational deployment.",human,2026-08-04,"Promoted from staging IAG-GOV-007 (reviewer_decision=accept). Boolean control fields (human_involvement_discussed/accuracy_or_hallucination_discussed/environmental_limitation_discussed) are PROPOSED from keyword-adjacent language ('accountable'/'explainable'/'sustainable') and flagged 'unclear' rather than guessed yes/no -- pending human confirmation. reviewer_notes at staging:  REVIEW: general AI governance/oversight disclosure, no generative-AI-specific content."
