source_id,company,ticker,sector,document_category,document_title,financial_year_covered,publication_date,url,local_filename,evidence_origin,download_status,text_extraction_status,document_review_status,logged_by,model_version,logged_date,notes
LGEN-002,Legal & General,LGEN,Life insurance,annual_report_previous,Legal & General Group Plc Annual Report and Accounts 2024,FY2024,,https://group.legalandgeneral.com/asset/492cb6/globalassets/group/about-us/our-purpose/l-g-annual-report-and-accounts-2024.pdf,LGEN_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred). No on-page publication date confirmed; left blank. Reviewed passages did not yield a promotable finding from this document itself this round.
LGEN-003,Legal & General,LGEN,Life insurance,press_release,L&G expands Microsoft collaboration to accelerate AI enablement and transform customer experience,not_applicable,2026-06-16,https://group.legalandgeneral.com/newsroom/press-releases/2026/6/lg-expands-microsoft-collaboration-to-accelerate-ai-enablement-and-transform-customer-experience/,LGEN_company_press_release_l-g-expands-microsoft-collaboration-to-accelerate-ai-enablem_2026-06-16.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Company-primary newsroom release. Yielded one operational use case (LGEN-OP-001, Copilot for Microsoft 365 employee rollout + already-live Retail-business customer-facing AI tool), consolidated from staging rows originally split across strategic (LGEN-STR-001) and rejected (LGEN-REJ-023)."
RKT-001,Reckitt,RKT,Household goods & home construction,annual_report_current,Reckitt Annual Report and Accounts 2025,FY2025,,https://eu-assets.contentstack.com/v3/assets/blt93c8bc7a598af9f0/blt3a6f2cd6ab14bf47/69c2b35aa17ac75c0a18f6f2/Reckitt_Annual_Report_and_Accounts_2025_(2).pdf,RKT_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url, served via Reckitt's official Contentstack CDN (linked from reckitt.com's own investor pages, not a third-party mirror). No on-page publication date confirmed; left blank. Reviewed passages did not yield a promotable finding from this document itself this round (the operational finding came from the separate press release)."
RKT-002,Reckitt,RKT,Household goods & home construction,press_release,Reckitt's First GenAI Results Demonstrate Changing Face of Marketing During Cannes Lions International Festival of Creativity,not_applicable,2024-06-21,https://www.reckitt.com/news/reckitt-s-first-genai-results-demonstrate-changing-face-of-marketing-during-cannes-lions-international-festival-of-creativity/,RKT_company_press_release_reckitt-s-first-genai-results-demonstrate-changing-face-of-m_2024-06-21.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Company-primary newsroom release. Yielded one operational use case (RKT-OP-001, GenAI marketing pilots -- Gaviscon, Finish)."
CRDA-001,Croda International,CRDA,Chemicals,annual_report_current,Croda Annual Report 2025,FY2025,,https://www.croda.com/mediaassets/files/corporate/annual-report-2025/croda-annual-report-2025.pdf,CRDA_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred); landing page is https://www.croda.com/en-gb/investors . No on-page publication date confirmed; left blank. Zero Stage A (high-precision GenAI) hits -- no explicit generative-AI evidence found in this document; only general AI/data-analytics/machine-learning language, correctly not coded as GenAI per Core Rule 2."
CRDA-002,Croda International,CRDA,Chemicals,annual_report_previous,Croda Annual Report & Accounts 2024,FY2024,,https://www.croda.com/mediaassets/files/corporate/reporting-hub-2024/annual-report/annual-report-2024.pdf,CRDA_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred). No on-page publication date confirmed; left blank. Zero Stage A hits -- no explicit generative-AI evidence found in this document.
SHEL-001,Shell plc,SHEL,Oil & gas producers,annual_report_current,Shell plc Annual Report and Accounts 2025,FY2025,2026-03-12,https://www.shell.com/investors/results-and-reporting/annual-report/_jcr_content/root/main/section/promo.multi.stream/1779352356739/36306d968747b6079d3f800b2b1552a033856b5d/shell-integrated-annual-and-sustainability-report.pdf,SHEL_company_annual_report_current_fy2025_2026-03-12.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url; landing page is https://www.shell.com/investors/results-and-reporting/annual-report.html . Integrated annual and sustainability report; submitted to the UK National Storage Mechanism and Dutch AFM on 2026-03-12 per prior-session search results. Reviewed passages did not yield a promotable finding from this document itself this round (generic generative-AI risk-factor mentions correctly rejected).
SHEL-002,Shell plc,SHEL,Oil & gas producers,annual_report_previous,Shell plc Annual Report and Accounts 2024,FY2024,,https://www.shell.com/investors/results-and-reporting/annual-report-archive/_jcr_content/root/main/section_812377294/tabs/tab_copy/text.multi.stream/1751445525195/e136de58f65e2a30bc91aa5f2d7c6833e4e060b3/shell-annual-report-and-accounts-and-form-20-f-2024.pdf,SHEL_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the corrected direct_download_url (the originally recorded URL returned a genuine HTTP 404 on repeated retries across sessions -- confirmed via direct HEAD request; this replacement URL was located via search and HEAD-verified as HTTP 200 during Track B resolution). Landing page is https://www.shell.com/investors/results-and-reporting/annual-report-archive.html . No on-page publication date confirmed; left blank.
SHEL-003,Shell plc,SHEL,Oil & gas producers,partner_case_study,SparkCognition and Shell Announce a Technology Collaboration Aimed at Accelerating the Pace of Exploration Through the Use of Generative AI,not_applicable,2023-05-17,https://www.prnewswire.com/news-releases/sparkcognition-and-shell-announce-a-technology-collaboration-aimed-at-accelerating-the-pace-of-exploration-through-the-use-of-generative-ai-301826717.html,SHEL_partner_partner_case_study_sparkcognition-and-shell-announce-a-technology-collaboration_2023-05-17.html,technology_partner,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Technology_partner (SparkCognition) release via PR Newswire. Yielded one operational use case (SHEL-OP-001, generative-AI subsurface exploration imaging)."
HSBA-001,HSBC,HSBA,Banks,annual_report_current,HSBC Holdings plc Annual Report and Accounts 2025,FY2025,,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf,HSBA_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred); landing page is https://www.hsbc.com/investors . No on-page publication date confirmed; left blank. Reviewed passages did not yield a promotable finding from this document itself this round.
HSBA-002,HSBC,HSBA,Banks,annual_report_previous,HSBC Holdings plc Annual Report and Accounts 2024,FY2024,,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-annual-report-and-accounts-2024.pdf,HSBA_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred). No on-page publication date confirmed; left blank.
HSBA-003,HSBC,HSBA,Banks,press_release,HSBC and Google Cloud announce transformative AI banking partnership,not_applicable,2026-06-17,https://www.hsbc.com/news-and-views/news/media-releases/2026/hsbc-and-google-cloud-announce-transformative-ai-banking-partnership,HSBA_company_press_release_hsbc-and-google-cloud-announce-transformative-ai-banking-par_2026-06-17.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Company-primary newsroom release. Yielded one operational use case (HSBA-OP-001, Google Cloud/Gemini partnership)."
HSBA-004,HSBC,HSBA,Banks,press_release,HSBC and Mistral AI join forces to accelerate AI adoption across global bank,not_applicable,2025-12-01,https://www.hsbc.com/news-and-views/news/media-releases/2025/hsbc-and-mistral-ai-join-forces-to-accelerate-ai-adoption-across-global-bank,HSBA_company_press_release_hsbc-and-mistral-ai-join-forces-to-accelerate-ai-adoption-ac_2025-12-01.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Company-primary newsroom release. Yielded one operational use case (HSBA-OP-002, Mistral AI foundational-model productivity platform)."
GSK-001,GSK plc,GSK,Pharmaceuticals & biotechnology,annual_report_current,GSK Annual Report 2025,FY2025,,https://www.gsk.com/media/kn0bknmd/annual-report-2025.pdf,GSK_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the corrected direct_download_url (the originally recorded assets.gskstatic.com URL returned a genuine HTTP 404; this www.gsk.com-hosted equivalent, same asset ID, was located and HEAD-verified as HTTP 200). Landing page is https://www.gsk.com/en-gb/investors/financial-reports/annual-report-2025/ . No on-page publication date confirmed; left blank. Yielded one operational use case (GSK-OP-001)."
GSK-002,GSK plc,GSK,Pharmaceuticals & biotechnology,annual_report_previous,GSK Annual Report 2024,FY2024,,https://www.gsk.com/media/wrvfwob1/annual-report-2024.pdf,GSK_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred). No on-page publication date confirmed; left blank. Reviewed passages did not yield a promotable finding from this document itself this round.
REL-001,RELX,REL,Media,annual_report_current,RELX 2025 Annual Report,FY2025,,https://www.relx.com/~/media/Files/R/RELX-Group/documents/reports/annual-reports/relx-2025-annual-report.pdf,REL_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred); landing page is https://www.relx.com/investors/annual-reports . No on-page publication date confirmed; left blank.
REL-002,RELX,REL,Media,annual_report_previous,RELX 2024 Annual Report,FY2024,,https://www.relx.com/~/media/Files/R/RELX-Group/documents/reports/annual-reports/relx-2024-annual-report.pdf,REL_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred). No on-page publication date confirmed; left blank.
REL-003,RELX,REL,Media,strategy_or_technology_webpage,How RELX is adopting generative AI,not_applicable,,https://stories.relx.com/generative-ai/index.html,REL_company_strategy_or_technology_webpage_how-relx-is-adopting-generative-ai_2026-03.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Official RELX corporate storytelling page (company_primary), dated March 2026 on-page (no exact day given). Describes numerous commercially-available generative-AI products; yielded four operational use cases (REL-OP-001 through REL-OP-004) -- a representative, non-exhaustive selection; several further named products on this page were not separately coded this round due to scope."
NXT-001,Next plc,NXT,General retailers,annual_report_current,Next plc Annual Report & Accounts January 2026,FY2025-26,,https://www.nextplc.co.uk/~/media/Files/N/next-plc-v4/about-next/annual-report-and-accounts-jan-2026.pdf,NXT_company_annual_report_current_fy2025-26.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred); landing page is https://www.nextplc.co.uk/investors . Next's fiscal year ends in late January, so this is the current latest report. No on-page publication date confirmed; left blank. Reviewed passages did not yield a promotable operational finding -- AI/agentic-AI/LLM mentions are blended within a broad general-AI strategy narrative without an isolated, quantified generative-AI task."
NXT-002,Next plc,NXT,General retailers,annual_report_previous,Next plc Annual Report & Accounts January 2025,FY2024-25,,https://www.nextplc.co.uk/~/media/Files/N/next-plc-v4/about-next/annual-report-and-accounts-jan-2025.pdf,NXT_company_annual_report_previous_fy2024-25.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred). No on-page publication date confirmed; left blank.
