finding_id,company,ticker,sector,source_id,item_name,evidence_quotation,page_or_section,rejection_category,reason_rejected,coded_by,coded_date,notes
BT-REJ-027,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.20)","t from designated High Risk Vendors is an example of a geopolitical factor impacting our business. Unprecedented demand for connectivity In today’s AI era, customers have a bigger demand for connectivity than ever before. With more and more devices and machines connected, both individuals and bu",p.20,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-027 (reviewer_decision=accept).
BT-REJ-028,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.21)","overnance and preventing breaches. That means we’re having to do a lot more to mitigate the associated risks. Artificial intelligence As AI and Generative AI get technically smarter, our industry is finding new uses for them. For example, AI can help improve customer experience to boost revenue or cut",p.21,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-028 (reviewer_decision=accept).
BT-REJ-029,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.23)","customers’ needs. We are simplifying our product portfolio, transforming customer journeys and modernising our digital and network technology with AI as a fundamental component. And we’re building a culture where people can be their best. That means creating a diverse, inclusive and forward-thi",p.23,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-029 (reviewer_decision=accept).
BT-REJ-030,BT Group,BT.A,Telecommunications services,BT-002,Ordinary automation tool/process (p.26),"ross our estate, reducing human effort to fix outages and cutting downtime for customers. – We’ve deployed ‘Service Now’ – a cloud-based workflow automation platform. It’s been adopted by more than 7,900 Business customers, improving their experience through automated processes. £3bn We’ve realised ou",p.26,ordinary_automation_not_genai,"Correctly rejected as 'ordinary_automation' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-030 (reviewer_decision=accept).
BT-REJ-031,BT Group,BT.A,Telecommunications services,BT-002,AI Ops network self-healing automation (p.26),"25m of value to date and a further £76m confirmed into the future through efficiencies and new revenue against our £524m target. – Our rollout of AI Ops, which enables ‘self-healing’ of technology when issues emerge, reached 23% across our estate, reducing human effort to fix outages and cutti",p.26,ordinary_automation_not_genai,"Correctly rejected as 'predictive_automation_network_ops' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-031 (reviewer_decision=accept).
BT-REJ-032,BT Group,BT.A,Telecommunications services,BT-002,Predictive/personalisation AI feature (p.28),"is always changing. Giving colleagues new skills doesn’t only benefit them, it’s essential for our success: – We’ve introduced My Campus – a new AI-driven learning platform for personalised learning experiences. This year, we achieved a very promising early adoption rate of 42% among colleagu",p.28,predictive_ml_not_genai,"Correctly rejected as 'predictive_personalisation' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-033 (reviewer_decision=accept).
BT-REJ-033,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.29)","AI learning with the personal touch We’re passionate about learning at BT Group, and we want to create a space where our colleagues can develop the",p.29,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-034 (reviewer_decision=accept).
BT-REJ-034,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.39)","inued looking at emerging risks and strategic growth areas. We used external experts to help define our approach on topics like high-risk markets, AI and new products and innovation. Developing new tech We apply the principles right from the start when we design and develop new tech. This year w",p.39,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-035 (reviewer_decision=accept).
BT-REJ-035,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.40)","al. This year we reached 200,000 more business owners and employees. We gave them: – help on everything from digital marketing and social media to GenAI via our LinkedIn Live webinar series with partner Upskill – practical tips and advice from successful entrepreneurs through our ‘Let’s Talk About",p.40,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-036 (reviewer_decision=accept).
BT-REJ-036,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.48)","uable resource which is helping us make better, faster procurement decisions. – Our in-house negotiation analytics team continued expanding their AI and machine learning capabilities. To give us a 360-degree view of our suppliers, they combined existing internally developed solutions with summ",p.48,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-037 (reviewer_decision=accept).
BT-REJ-037,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.49)","to government initiatives including its wireless infrastructure strategy, supply chain resilience, data policy, drones, quantum technologies and AI. – We’ve given input and evidence into legislation including the Digital Markets, Competition and Consumer Bill, Data Protection and Digital Inf",p.49,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-038 (reviewer_decision=accept).
BT-REJ-038,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.64)","our reliance on subcontractors. We’re also retraining copper engineers with fibre skills and our desk-based teams are exploiting new systems and AI applications. We’re also becoming more inclusive as we try to better represent the communities we serve. Our People Networks are growing, continu",p.64,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-039 (reviewer_decision=accept).
BT-REJ-039,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.67)","er than planned progress on key programmes could limit our ability to deliver our strategy and growth ambitions. Emerging risk: – Failing to harness AI technologies to drive efficiencies and generate value could make us less competitive. Examples of what we do to manage these risks – We research,",p.67,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-041 (reviewer_decision=accept).
BT-REJ-040,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.69)",tests our regulatory controls. Scenario considered in viability analysis Potential regulatory changes affecting our pricing arrangements. Data and AI Sponsor: Chief Digital and Innovation Officer What this category covers We must follow today’s global data regulations while anticipating and prepar,p.69,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-042 (reviewer_decision=accept).
BT-REJ-041,BT Group,BT.A,Telecommunications services,BT-002,Ordinary automation tool/process (p.71),"– We run communications, engagement and training for our colleagues. – We continue to invest in our cyber defences and security tools, shifting to automation where appropriate. Scenario considered in viability analysis We fall victim to a widely publicised cyber attack. It leads to loss of customer data,",p.71,ordinary_automation_not_genai,"Correctly rejected as 'ordinary_automation' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-043 (reviewer_decision=accept).
BT-REJ-042,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.71)","ster organisational change could create conditions where people didn’t follow our policies, leading to a cyber security incident. Emerging risks: – AI and machine learning create opportunities, but they could also be weaponised as security threats. – Quantum technologies could present a threat to h",p.71,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-044 (reviewer_decision=accept).
BT-REJ-043,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.73)","to not meet customer expectations, lose customers or market share and harm our reputation. Emerging risk: – Customer trust and confidence in future AI solutions. Examples of what we do to manage these risks – We keep our promises on the service levels customers should expect and we track a range of",p.73,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-045 (reviewer_decision=accept).
BT-REJ-044,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.74)","re accelerating transformation delivery to build a simpler, more efficient and dynamic BT Group. We’re modernising our IT, automating processes with AI, streamlining our product portfolio and migrating to next- generation strategic networks. All this will deliver significant cost efficiencies – whi",p.74,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-046 (reviewer_decision=accept).
BT-REJ-045,BT Group,BT.A,Telecommunications services,BT-002,AI-powered energy-optimisation solution (p.82),"e the need to travel, lower energy use and cut material and manufacturing needs. Partnering with sustainability tech company QiO, we’ve launched an AI-powered edge computing solution to help our business customers cut carbon by optimising their energy use. We’ve also introduced real-time energy an",p.82,predictive_ml_not_genai,"Correctly rejected as 'predictive_optimisation_energy' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-047 (reviewer_decision=accept).
BT-REJ-046,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.82)","ve decommissioned redundant or underused network infrastructure and upgraded existing infrastructure to boost capacity with less energy. We’ve used machine learning to make incremental energy savings, and replaced supporting mechanical and electrical infrastructure (heating, cooling, and lighting) with more en",p.82,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-048 (reviewer_decision=accept).
BT-REJ-047,BT Group,BT.A,Telecommunications services,BT-002,"Vague, unqualified 'AI' reference (p.91)","leadership roles between 1993 and 2020. For the last 12 years he held the position of Corporate Vice President leading the OEM, Developer/ISV, and AI Solutions organisations. Prior to joining Microsoft, Steven worked at Spectra- Physics Lasers. Relevant skills and contribution to the Board Accomp",p.91,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-049 (reviewer_decision=accept).
BT-REJ-048,BT Group,BT.A,Telecommunications services,BT-003,"Vague, unqualified 'AI' reference (p.9)","mainly through full fibre broadband reducing personal or work-related travel. As we develop more products and services, like Internet of Things and AI, we expect this number to grow, and we’ll continue to report cumulative savings. Associated revenues from carbon-saving products amounted to £6bn th",p.9,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging BT-REJ-052 (reviewer_decision=accept).
RR-REJ-001,Rolls-Royce Holdings,RR,Aerospace & defence,RR-003,Website navigation/footer/CMS boilerplate (not_applicable),cks Blog Skip to main content Login Why Databricks Discover For App Developers For Executives For Startups Lakehouse Architecture Databricks AI Research Customers Customer Stories Partners Partner Overview Explore the Databricks partner ecosystem Partner Spotlight Featured partner announ,not_applicable,webpage_boilerplate_not_evidence,"Correctly rejected as 'webpage_boilerplate' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-001 (reviewer_decision=accept).
RR-REJ-002,Rolls-Royce Holdings,RR,Aerospace & defence,RR-004,Website navigation/footer/CMS boilerplate (not_applicable),crosoft Customer Stories This is the Trace Id: 095224115b38b4a8d2791033aae9d2c0 Skip to main content Customer Stories All stories AI & Microsoft Copilot Azure Dynamics 365 Microsoft 365 Microsoft Security Microsoft Power Platform Microsoft Teams Microsoft 365 Dynamics 365 Microsoft Power Platform Mic,not_applicable,webpage_boilerplate_not_evidence,"Correctly rejected as 'webpage_boilerplate' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-002 (reviewer_decision=accept).
RR-REJ-003,Rolls-Royce Holdings,RR,Aerospace & defence,RR-001,"Vague, unqualified 'AI' reference (p.11)","r, prime power and with SMRs. Our next generation Series 4000 engine, which will be released in 2028, targets the ever-increasing power demands of AI data centres with a 20% higher power density. In governmental markets, rising defence spending supports both land and naval applications, where w",p.11,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-003 (reviewer_decision=accept).
RR-REJ-004,Rolls-Royce Holdings,RR,Aerospace & defence,RR-001,"Vague, unqualified 'AI' reference (p.15)","ergy continues to grow, the evolving energy landscape creates substantial new business opportunities across our portfolio. The growing adoption of AI is contributing to increased data centre size, capacity, and power requirements, resulting in robust demand within our Power Systems business. The",p.15,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-004 (reviewer_decision=accept).
RR-REJ-005,Rolls-Royce Holdings,RR,Aerospace & defence,RR-001,Ordinary automation tool/process (p.31),"share of 30% in our key markets of land defence and naval. In marine, we deliver integrated diesel, gas and hybrid propulsion systems, including automation and control systems, which are renowned for their reliability and performance. We have a market share of 15% to 20% and our key markets are commer",p.31,ordinary_automation_not_genai,"Correctly rejected as 'ordinary_automation' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-005 (reviewer_decision=accept).
RR-REJ-006,Rolls-Royce Holdings,RR,Aerospace & defence,RR-001,"Vague, unqualified 'AI' reference (p.32)","ress We have seen growing demand for our back-up power solutions for data centres, driven by global trends in cloud computing, data processing and AI. Our order intake in power generation grew 31% in 2025 and we are now taking orders for 2027 and 2028. We have significantly expanded our product",p.32,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-006 (reviewer_decision=accept).
RR-REJ-007,Rolls-Royce Holdings,RR,Aerospace & defence,RR-001,"Vague, unqualified 'AI' reference (p.33)","ber. Power of You provides a consistent, high-impact way to reinforce our purpose and behaviours. It is enabled through a world-class digital and AI solution and launched simultaneously ENGAGEMENT & RECOGNITION Our People Deal comprises six tenets WE PROMISE To listen, value your voice and reco",p.33,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-007 (reviewer_decision=accept).
RR-REJ-008,Rolls-Royce Holdings,RR,Aerospace & defence,RR-001,"Vague, unqualified 'AI' reference (p.58)","ts and services are based on competitive technology, leveraging substantial engineering and scientific challenges, adopting digital tools (such as AI) and/or new ways of working, could hinder our ability to accelerate product design and deliver a competitive offer that ensures superior performan",p.58,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-010 (reviewer_decision=accept).
RR-REJ-009,Rolls-Royce Holdings,RR,Aerospace & defence,RR-001,"Vague, unqualified 'AI' reference (p.75)","oard’s role Continued focus on strategic progress, ambitions and future growth opportunities Focus on emerging technologies including digital and AI and their associated risks and opportunities Continue to focus on areas of risk and challenge to the business, for example, supply chain and cybe",p.75,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-011 (reviewer_decision=accept).
RR-REJ-010,Rolls-Royce Holdings,RR,Aerospace & defence,RR-001,Ordinary automation tool/process (p.105),"ulture. Internal controls and compliance processes and culture demonstrably strengthened across the Group underpinned by greater use of digital and automation. Operational effectiveness Finalise and start to execute an IT & Digital strategy; Execute GBS strategy in line with plan; Execute new Sales, Inve",p.105,ordinary_automation_not_genai,"Correctly rejected as 'ordinary_automation' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-012 (reviewer_decision=accept).
RR-REJ-011,Rolls-Royce Holdings,RR,Aerospace & defence,RR-001,"Vague, unqualified 'AI' reference (p.105)","y & Operating Planning (SIOP) process. Comprehensive IT & Digital strategy approved to address safety, compliance and strategic delivery. Launch of AI platform, AiRR, with AI capabilities being deployed across engineering, MRO and supply chain. Continued focus to maintain and strengthen cyber comp",p.105,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-013 (reviewer_decision=accept).
RR-REJ-012,Rolls-Royce Holdings,RR,Aerospace & defence,RR-001,"Vague, unqualified 'AI' reference (p.112)","ties with a particular focus on people and process safety, our readiness for sustainability reporting, and the risks and opportunities related to AI and how these impact the future of our technologies. We will continue to monitor our response to the ever-evolving cyber-security landscape. Wend",p.112,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-014 (reviewer_decision=accept).
RR-REJ-013,Rolls-Royce Holdings,RR,Aerospace & defence,RR-001,"Vague, unqualified 'AI' reference (p.218)",egistered and owned by companies within the Rolls-Royce Group: CorporateCare® mtu® Pearl® TotalCare® Trent® UltraFan® AGM annual general meeting AI artificial intelligence APAC Asia-Pacific APM alternative performance measure Articles Articles of Association of Rolls-Royce Holdings plc AUKUS Aust,p.218,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-015 (reviewer_decision=accept).
RR-REJ-014,Rolls-Royce Holdings,RR,Aerospace & defence,RR-002,"Vague, unqualified 'AI' reference (p.15)","energy transition and global decarbonisation efforts are setting the scene for long-term demand for power solutions. — D igital transformation and AI has the potential to further transform how society operates. For example, data science and AI can increase productivity in research, development an",p.15,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-016 (reviewer_decision=accept).
RR-REJ-015,Rolls-Royce Holdings,RR,Aerospace & defence,RR-002,Ordinary automation tool/process (p.31),"ater than 30% and our key markets are land defence and naval. In marine, we deliver integrated diesel, gas and hybrid propulsion systems, including automation and control systems, which are renowned for their reliability and performance. We have a market share of 15%-20% and our key markets are commercia",p.31,ordinary_automation_not_genai,"Correctly rejected as 'ordinary_automation' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-017 (reviewer_decision=accept).
RR-REJ-016,Rolls-Royce Holdings,RR,Aerospace & defence,RR-002,"Vague, unqualified 'AI' reference (p.31)","progress In power generation we have been capturing the growing demand for data centres and global trends for cloud computing, data processing and AI. Furthermore, we see data centre operators increasingly looking for more sustainable solutions, and as such we are receiving increasing orders for",p.31,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-018 (reviewer_decision=accept).
RR-REJ-017,Rolls-Royce Holdings,RR,Aerospace & defence,RR-002,Ordinary automation tool/process (p.32),"ree new Polish Navy frigates. Furthermore, we will drive additional growth by expanding our offering towards more integrated solutions such as ship automation products. Through disciplined investments in technologies, we are also strengthening our longer-term opportunities and underpinning our leading ma",p.32,ordinary_automation_not_genai,"Correctly rejected as 'ordinary_automation' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-019 (reviewer_decision=accept).
RR-REJ-018,Rolls-Royce Holdings,RR,Aerospace & defence,RR-002,"Vague, unqualified 'AI' reference (p.33)",MRs) is building as countries explore the use of nuclear as a route to achieving secure sources of low-carbon electricity and powering the needs of AI infrastructure. We continue to see opportunities in the export market as well as in the UK. In addition to being selected as the preferred provider,p.33,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-020 (reviewer_decision=accept).
RR-REJ-019,Rolls-Royce Holdings,RR,Aerospace & defence,RR-002,"Vague, unqualified 'AI' reference (p.56)","E Demands on fuel stocks: competing use for feed stocks (for example, food versus fuel), cross-sector demands for feed fuel and the expansion of AI increasing demand on base energy requirements. Threats: — R educe our access to fuel sources and supplies — H inders our ability to achieve dec",p.56,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-022 (reviewer_decision=accept).
RR-REJ-020,Rolls-Royce Holdings,RR,Aerospace & defence,RR-002,Ordinary automation tool/process (p.58),"have reduced in 2024 due to the improved effectiveness of our controls to manage the risks. To be even better, we are now looking at increasing the automation of controls around our export control framework. Read more about ethics and compliance on page 51. Strategy PRINCIPAL RISK DESCRIPTION CONTROLS AN",p.58,ordinary_automation_not_genai,"Correctly rejected as 'ordinary_automation' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-023 (reviewer_decision=accept).
RR-REJ-021,Rolls-Royce Holdings,RR,Aerospace & defence,RR-002,"Vague, unqualified 'AI' reference (p.62)","s and services are based on competitive technology, leveraging substantial engineering and scientific challenges, adopting digital tools (such as AI) and new ways of working, could hinder our ability to accelerate product design and deliver a competitive offer that ensures superior performance;",p.62,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-024 (reviewer_decision=accept).
RR-REJ-022,Rolls-Royce Holdings,RR,Aerospace & defence,RR-002,"Vague, unqualified 'AI' reference (p.79)","their meetings Continued focus on strategic focus, ambitions and future growth opportunities Focus on emerging technologies including digital and AI and their associated risks and opportunities Continue to focus on areas of risk and challenge to the business, for example, supply chain and cybe",p.79,general_ai_not_genai,"Correctly rejected as 'vague_general_ai_reference' -- general/predictive AI, ordinary automation, webpage boilerplate, director biography, vague market commentary or incidental keyword match; no qualifying GenAI operational, strategic or governance evidence found beyond what is already captured in accepted rows elsewhere.",human,2026-07-17,Promoted from staging RR-REJ-025 (reviewer_decision=accept).
