source_id,company,ticker,sector,document_category,document_title,financial_year_covered,publication_date,url,local_filename,evidence_origin,download_status,text_extraction_status,document_review_status,logged_by,model_version,logged_date,notes
LGEN-002,Legal & General,LGEN,Life insurance,annual_report_previous,Legal & General Group Plc Annual Report and Accounts 2024,FY2024,,https://group.legalandgeneral.com/asset/492cb6/globalassets/group/about-us/our-purpose/l-g-annual-report-and-accounts-2024.pdf,LGEN_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred). No on-page publication date confirmed; left blank. Reviewed passages did not yield a promotable finding from this document itself this round.
LGEN-003,Legal & General,LGEN,Life insurance,press_release,L&G expands Microsoft collaboration to accelerate AI enablement and transform customer experience,not_applicable,2026-06-16,https://group.legalandgeneral.com/newsroom/press-releases/2026/6/lg-expands-microsoft-collaboration-to-accelerate-ai-enablement-and-transform-customer-experience/,LGEN_company_press_release_l-g-expands-microsoft-collaboration-to-accelerate-ai-enablem_2026-06-16.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Company-primary newsroom release. Yielded one operational use case (LGEN-OP-001, Copilot for Microsoft 365 employee rollout + already-live Retail-business customer-facing AI tool), consolidated from staging rows originally split across strategic (LGEN-STR-001) and rejected (LGEN-REJ-023)."
RKT-001,Reckitt,RKT,Household goods & home construction,annual_report_current,Reckitt Annual Report and Accounts 2025,FY2025,,https://eu-assets.contentstack.com/v3/assets/blt93c8bc7a598af9f0/blt3a6f2cd6ab14bf47/69c2b35aa17ac75c0a18f6f2/Reckitt_Annual_Report_and_Accounts_2025_(2).pdf,RKT_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url, served via Reckitt's official Contentstack CDN (linked from reckitt.com's own investor pages, not a third-party mirror). No on-page publication date confirmed; left blank. Reviewed passages did not yield a promotable finding from this document itself this round (the operational finding came from the separate press release)."
RKT-002,Reckitt,RKT,Household goods & home construction,press_release,Reckitt's First GenAI Results Demonstrate Changing Face of Marketing During Cannes Lions International Festival of Creativity,not_applicable,2024-06-21,https://www.reckitt.com/news/reckitt-s-first-genai-results-demonstrate-changing-face-of-marketing-during-cannes-lions-international-festival-of-creativity/,RKT_company_press_release_reckitt-s-first-genai-results-demonstrate-changing-face-of-m_2024-06-21.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Company-primary newsroom release. Yielded one operational use case (RKT-OP-001, GenAI marketing pilots -- Gaviscon, Finish)."
CRDA-001,Croda International,CRDA,Chemicals,annual_report_current,Croda Annual Report 2025,FY2025,,https://www.croda.com/mediaassets/files/corporate/annual-report-2025/croda-annual-report-2025.pdf,CRDA_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred); landing page is https://www.croda.com/en-gb/investors . No on-page publication date confirmed; left blank. Zero Stage A (high-precision GenAI) hits -- no explicit generative-AI evidence found in this document; only general AI/data-analytics/machine-learning language, correctly not coded as GenAI per Core Rule 2."
CRDA-002,Croda International,CRDA,Chemicals,annual_report_previous,Croda Annual Report & Accounts 2024,FY2024,,https://www.croda.com/mediaassets/files/corporate/reporting-hub-2024/annual-report/annual-report-2024.pdf,CRDA_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred). No on-page publication date confirmed; left blank. Zero Stage A hits -- no explicit generative-AI evidence found in this document.
SHEL-001,Shell plc,SHEL,Oil & gas producers,annual_report_current,Shell plc Annual Report and Accounts 2025,FY2025,2026-03-12,https://www.shell.com/investors/results-and-reporting/annual-report/_jcr_content/root/main/section/promo.multi.stream/1779352356739/36306d968747b6079d3f800b2b1552a033856b5d/shell-integrated-annual-and-sustainability-report.pdf,SHEL_company_annual_report_current_fy2025_2026-03-12.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url; landing page is https://www.shell.com/investors/results-and-reporting/annual-report.html . Integrated annual and sustainability report; submitted to the UK National Storage Mechanism and Dutch AFM on 2026-03-12 per prior-session search results. Reviewed passages did not yield a promotable finding from this document itself this round (generic generative-AI risk-factor mentions correctly rejected).
SHEL-002,Shell plc,SHEL,Oil & gas producers,annual_report_previous,Shell plc Annual Report and Accounts 2024,FY2024,,https://www.shell.com/investors/results-and-reporting/annual-report-archive/_jcr_content/root/main/section_812377294/tabs/tab_copy/text.multi.stream/1751445525195/e136de58f65e2a30bc91aa5f2d7c6833e4e060b3/shell-annual-report-and-accounts-and-form-20-f-2024.pdf,SHEL_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the corrected direct_download_url (the originally recorded URL returned a genuine HTTP 404 on repeated retries across sessions -- confirmed via direct HEAD request; this replacement URL was located via search and HEAD-verified as HTTP 200 during Track B resolution). Landing page is https://www.shell.com/investors/results-and-reporting/annual-report-archive.html . No on-page publication date confirmed; left blank.
SHEL-003,Shell plc,SHEL,Oil & gas producers,partner_case_study,SparkCognition and Shell Announce a Technology Collaboration Aimed at Accelerating the Pace of Exploration Through the Use of Generative AI,not_applicable,2023-05-17,https://www.prnewswire.com/news-releases/sparkcognition-and-shell-announce-a-technology-collaboration-aimed-at-accelerating-the-pace-of-exploration-through-the-use-of-generative-ai-301826717.html,SHEL_partner_partner_case_study_sparkcognition-and-shell-announce-a-technology-collaboration_2023-05-17.html,technology_partner,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Technology_partner (SparkCognition) release via PR Newswire. Yielded one operational use case (SHEL-OP-001, generative-AI subsurface exploration imaging)."
HSBA-001,HSBC,HSBA,Banks,annual_report_current,HSBC Holdings plc Annual Report and Accounts 2025,FY2025,,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2025/annual/pdfs/hsbc-holdings-plc/260225-annual-report-and-accounts-2025.pdf,HSBA_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred); landing page is https://www.hsbc.com/investors . No on-page publication date confirmed; left blank. Reviewed passages did not yield a promotable finding from this document itself this round.
HSBA-002,HSBC,HSBA,Banks,annual_report_previous,HSBC Holdings plc Annual Report and Accounts 2024,FY2024,,https://www.hsbc.com/-/files/hsbc/investors/hsbc-results/2024/annual/pdfs/hsbc-holdings-plc/250219-annual-report-and-accounts-2024.pdf,HSBA_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred). No on-page publication date confirmed; left blank.
HSBA-003,HSBC,HSBA,Banks,press_release,HSBC and Google Cloud announce transformative AI banking partnership,not_applicable,2026-06-17,https://www.hsbc.com/news-and-views/news/media-releases/2026/hsbc-and-google-cloud-announce-transformative-ai-banking-partnership,HSBA_company_press_release_hsbc-and-google-cloud-announce-transformative-ai-banking-par_2026-06-17.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Company-primary newsroom release. Yielded one operational use case (HSBA-OP-001, Google Cloud/Gemini partnership)."
HSBA-004,HSBC,HSBA,Banks,press_release,HSBC and Mistral AI join forces to accelerate AI adoption across global bank,not_applicable,2025-12-01,https://www.hsbc.com/news-and-views/news/media-releases/2025/hsbc-and-mistral-ai-join-forces-to-accelerate-ai-adoption-across-global-bank,HSBA_company_press_release_hsbc-and-mistral-ai-join-forces-to-accelerate-ai-adoption-ac_2025-12-01.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Company-primary newsroom release. Yielded one operational use case (HSBA-OP-002, Mistral AI foundational-model productivity platform)."
GSK-001,GSK plc,GSK,Pharmaceuticals & biotechnology,annual_report_current,GSK Annual Report 2025,FY2025,,https://www.gsk.com/media/kn0bknmd/annual-report-2025.pdf,GSK_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the corrected direct_download_url (the originally recorded assets.gskstatic.com URL returned a genuine HTTP 404; this www.gsk.com-hosted equivalent, same asset ID, was located and HEAD-verified as HTTP 200). Landing page is https://www.gsk.com/en-gb/investors/financial-reports/annual-report-2025/ . No on-page publication date confirmed; left blank. Yielded one operational use case (GSK-OP-001)."
GSK-002,GSK plc,GSK,Pharmaceuticals & biotechnology,annual_report_previous,GSK Annual Report 2024,FY2024,,https://www.gsk.com/media/wrvfwob1/annual-report-2024.pdf,GSK_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred). No on-page publication date confirmed; left blank. Reviewed passages did not yield a promotable finding from this document itself this round.
REL-001,RELX,REL,Media,annual_report_current,RELX 2025 Annual Report,FY2025,,https://www.relx.com/~/media/Files/R/RELX-Group/documents/reports/annual-reports/relx-2025-annual-report.pdf,REL_company_annual_report_current_fy2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred); landing page is https://www.relx.com/investors/annual-reports . No on-page publication date confirmed; left blank.
REL-002,RELX,REL,Media,annual_report_previous,RELX 2024 Annual Report,FY2024,,https://www.relx.com/~/media/Files/R/RELX-Group/documents/reports/annual-reports/relx-2024-annual-report.pdf,REL_company_annual_report_previous_fy2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred). No on-page publication date confirmed; left blank.
REL-003,RELX,REL,Media,strategy_or_technology_webpage,How RELX is adopting generative AI,not_applicable,,https://stories.relx.com/generative-ai/index.html,REL_company_strategy_or_technology_webpage_how-relx-is-adopting-generative-ai_2026-03.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred). Official RELX corporate storytelling page (company_primary), dated March 2026 on-page (no exact day given). Describes numerous commercially-available generative-AI products; yielded four operational use cases (REL-OP-001 through REL-OP-004) -- a representative, non-exhaustive selection; several further named products on this page were not separately coded this round due to scope."
NXT-001,Next plc,NXT,General retailers,annual_report_current,Next plc Annual Report & Accounts January 2026,FY2025-26,,https://www.nextplc.co.uk/~/media/Files/N/next-plc-v4/about-next/annual-report-and-accounts-jan-2026.pdf,NXT_company_annual_report_current_fy2025-26.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,"url is the effective_download_url (no redirect occurred); landing page is https://www.nextplc.co.uk/investors . Next's fiscal year ends in late January, so this is the current latest report. No on-page publication date confirmed; left blank. Reviewed passages did not yield a promotable operational finding -- AI/agentic-AI/LLM mentions are blended within a broad general-AI strategy narrative without an isolated, quantified generative-AI task."
NXT-002,Next plc,NXT,General retailers,annual_report_previous,Next plc Annual Report & Accounts January 2025,FY2024-25,,https://www.nextplc.co.uk/~/media/Files/N/next-plc-v4/about-next/annual-report-and-accounts-jan-2025.pdf,NXT_company_annual_report_previous_fy2024-25.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-07-20,url is the effective_download_url (no redirect occurred). No on-page publication date confirmed; left blank.
WTB-001,Whitbread,WTB,Retail hospitality,annual_report_current,Whitbread PLC Annual Report and Accounts 2024/25,FY2024-25,2025-05,https://cdn.whitbread.co.uk/media/2025/05/Whitbread-PLC-Annual-Report-and-Accounts-2024-25.pdf,WTB_company_annual_report_current_fy2024-25_2025-05.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url (official cdn.whitbread.co.uk). Yielded one thin but genuine strategic finding (Generative AI as a named Board briefing topic); one governance-staged row (AI-enabled food waste detection) rejected as general-AI-only, not generative AI."
WTB-002,Whitbread,WTB,Retail hospitality,annual_report_previous,Whitbread PLC Annual Report and Accounts 2023/24,FY2023-24,2024-05,https://cdn.whitbread.co.uk/media/2024/05/Whitbread-PLC-Annual-Report-and-Accounts-2023_Single_pages-1.pdf,WTB_company_annual_report_previous_fy2023-24_2024-05.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url (official cdn.whitbread.co.uk). Source of WTB-STR-001 (Generative AI Board briefing topic, p.117)."
WTB-003,Whitbread,WTB,Retail hospitality,sustainability_or_esg_report,"Whitbread PLC Environmental, Social and Governance Report 2024/25 (Force for Good)",FY2024-25,2025-05,https://cdn.whitbread.co.uk/media/2025/05/Whitbread-PLC-Environmental-Social-and-Governance-Report-2024-25.pdf,WTB_company_sustainability_or_esg_report_fy2024-25_2025-05.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url (official cdn.whitbread.co.uk). Source of the AI-enabled food waste detection (Winnow) mention, correctly rejected as general-AI-only."
BTRW-001,Barratt Redrow,BTRW,Household goods & home construction,annual_report_current,Barratt Redrow plc Annual Report and Accounts 2025,FY2025,,https://www.barrattredrow.co.uk/~/media/Files/B/Barratt-Developments-V2/documents/annual-report-2025/strategic-report-barratt-redrow-plc-annual-report-and-accounts-2025.pdf,BTRW_company_annual_report_current_fy2025_2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,url is the direct_download_url. Fetched and read directly this session with no generative-AI/LLM/copilot language found anywhere; zero screening hits at all. No on-page publication date confirmed; left blank.
BTRW-002,Barratt Redrow,BTRW,Household goods & home construction,annual_report_previous,Barratt Redrow plc (Barratt Developments plc) Annual Report and Accounts 2024,FY2024,,https://www.barrattredrow.co.uk/~/media/Files/B/Barratt-Developments-V2/documents/reports-and-presentation/2024/report/barratt-ar2024.pdf,BTRW_company_annual_report_previous_fy2024_2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url. Sole finding (BTRW-REJ-001) is a general 'artificial intelligence' telehandler proximity-detection trial -- general-AI-only, not generative AI. No on-page publication date confirmed; left blank."
LSEG-001,London Stock Exchange Group,LSEG,Financial services,annual_report_current,London Stock Exchange Group plc Annual Report 2025,FY2025,2026-02,https://www.lseg.com/content/dam/lseg/en_us/documents/investor-relations/annual-reports/lseg-annual-report-2025.pdf,LSEG_company_annual_report_current_fy2025_2026-02.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url (official lseg.com). Extensive AI-strategy ('LSEG Everywhere') and governance disclosure; no operational-qualifying generative-AI deployment found in this specific document (the AI-powered Question and Answer Service (QAS) mention on p.14 does not use explicit generative-AI/LLM language, so is correctly excluded from the operational count)."
LSEG-002,London Stock Exchange Group,LSEG,Financial services,annual_report_previous,London Stock Exchange Group plc Annual Report 2024,FY2024,2025-04,https://www.lseg.com/content/dam/lseg/en_us/documents/investor-relations/annual-reports/lseg-annual-report-2024.pdf,LSEG_company_annual_report_previous_fy2024_2025-04.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url (official lseg.com). Source of both confirmed operational findings: Financial Meeting Prep (explicitly 'generally available'/launched by end of 2024) and AI Insights API, both explicitly named 'Gen AI' products (p.8, corroborated at p.43 and in the remuneration committee report)."
LSEG-003,London Stock Exchange Group,LSEG,Financial services,press_release,LSEG and Microsoft transform access to AI-ready financial data in customer workflows,n/a,2025-10-13,https://www.lseg.com/en/media-centre/press-releases/2025/lseg-and-microsoft-transform-access-to-ai-ready-financial-data-in-customer-workflows,LSEG_company_press_release_n-a_2025-10-13.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct press-release URL (official lseg.com), fetch-verified this session. Describes the LSEG/Microsoft Copilot Studio and MCP-server partnership -- a platform enabling customers to build unspecified AI agents, correctly coded as strategic technology enablement, not a specific operational task."
LSEG-004,London Stock Exchange Group,LSEG,Financial services,press_release,LSEG announces new collaboration with OpenAI,n/a,2025-12,https://www.lseg.com/en/media-centre/press-releases/2025/lseg-announces-new-collaboration-with-openai,LSEG_company_press_release_n-a_2025-12.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct press-release URL (official lseg.com), fetch-verified this session. Describes the ChatGPT/MCP connector and the planned 4,000-employee ChatGPT Enterprise rollout -- both explicitly future-tense/planned in this document, coded as strategic (LSEG-STR-015, LSEG-STR-016) rather than operational, per this loop's rule against classifying planned deployments as operational."
LSEG-005,London Stock Exchange Group,LSEG,Financial services,official_case_study,From interoperability to agents: Powering financial workflows with AI,n/a,,https://www.lseg.com/en/insights/from-interoperability-to-agents-powering-financial-workflows-with-ai,LSEG_company_official_case_study_n-a.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct page URL (official lseg.com), fetch-verified this session. Describes LSEG Workspace 'agentic workflows (currently in pilot)' -- explicitly a pilot, not live; contributed governance content (LSEG-GOV-006) on AI interaction governance/auditability. No on-page publication date found; left blank."
SMIN-001,Smiths Group,SMIN,General industrials,annual_report_current,Smiths Group plc Annual Report & Accounts FY2025,FY2025,2025-09,https://www.smiths.com/media/uwkpyowa/smiths-annual-report-2025.pdf,SMIN_company_annual_report_current_fy2025_2025-09.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url (official smiths.com). 'GenAI' named as one of several technology megatrends (p.14, thin strategic finding); a general 'artificial intelligence' adoption-risk mention (p.30) correctly rejected as general-AI-only, not generative AI. Note: Smiths Detection (predictive/classification AI for CT threat detection) is being divested from Smiths Group (sale agreed 2025, expected completion H2 2026) and in any case does not involve generative AI."
SMIN-002,Smiths Group,SMIN,General industrials,annual_report_previous,Smiths Group plc Annual Report FY2024 -- Overview and Strategic Report,FY2024,2024-09,https://www.smiths.com/media/qlyomwgz/smiths-annual-report-2024-overview-and-strategic-report.pdf,SMIN_company_annual_report_previous_fy2024_2024-09.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,url is the direct_download_url (official smiths.com). No generative-AI-qualifying evidence found; only ordinary automation/capex language.
BLND-001,British Land,BLND,Real estate,annual_report_current,British Land Annual Report and Accounts 2026,FY2025-26,2026-05,https://www.britishland.com/media/nq2p0biq/british-land_ara26.pdf,BLND_company_annual_report_current_fy2025-26_2026-05.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url (official britishland.com). Fetched and read directly this session: no generative-AI/LLM/copilot language describing British Land's own use found anywhere; the only AI-related content is tenant/office-demand commentary naming AI-sector occupiers (e.g. Anthropic, Synthesia), which does not describe British Land's own deployment and is correctly rejected."
BLND-002,British Land,BLND,Real estate,annual_report_previous,British Land Annual Report and Accounts 2025 (Strategic Report),FY2024-25,2025-05,https://www.britishland.com/media/oxffzaui/bl_ar25_int_strategic-report.pdf,BLND_company_annual_report_previous_fy2024-25_2025-05.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url (official britishland.com). Sole governance-staged row (ERP 'AI Automation') rejected as general-AI-only, not generative AI; sole generative-AI-labelled mention (Synthesia, a tenant) correctly rejected as tenant/market commentary, not British Land's own use."
BARC-001,Barclays,BARC,Banks,annual_report_current,Barclays PLC Annual Report 2025,FY2025,2025,https://home.barclays/content/dam/home-barclays/documents/investor-relations/reports-and-events/annual-reports/2025/Barclays-PLC-Annual-Report-2025.pdf,BARC_company_annual_report_current_fy2025_2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url (official home.barclays PDF). Yielded one operational use case (BARC-OP-001, Microsoft 365 Copilot rollout, c.100,000 licences)."
BARC-002,Barclays,BARC,Banks,annual_report_previous,Barclays PLC Annual Report 2024,FY2024,2024,https://home.barclays/content/dam/home-barclays/documents/investor-relations/reports-and-events/annual-reports/2024/Barclays-PLC-Annual-Report-2024.pdf,BARC_company_annual_report_previous_fy2024_2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,url is the direct_download_url (official home.barclays PDF). Corroborating/background source; no distinct operational finding sourced from this report specifically.
AV-001,Aviva,AV,Life insurance,annual_report_current,Aviva plc Annual Report and Accounts 2025,FY2025,2026-03,https://static.aviva.io/content/dam/aviva-corporate/documents/investors/pdfs/reports/2025/annual-report-and-accounts-2025.pdf,AV_company_annual_report_current_fy2025_2026-03.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url (official static.aviva.io PDF). Yielded two operational use cases: AV-OP-001 (GenAI claims summarisation tool, 500+ handlers) and AV-OP-002 (generative-AI GP-medical-report summarisation tool for underwriters)."
AV-002,Aviva,AV,Life insurance,annual_report_previous,Aviva plc Annual Report and Accounts 2024,FY2024,2025,https://static.aviva.io/content/dam/aviva-corporate/documents/investors/pdfs/reports/2024/aviva-plc-annual-report-and-accounts-2024.pdf,AV_company_annual_report_previous_fy2024_2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url (official static.aviva.io PDF). Yielded one operational use case (AV-OP-003, Microsoft 365 Copilot Chat for all colleagues / GitHub Copilot for all developers)."
HLMA-001,Halma plc,HLMA,Electronic equipment & parts,annual_report_current,Halma plc Annual Report and Accounts 2025,FY2025,2025,https://www.halma.com/~/media/Files/H/Halma/Corp-V2/reports-and-presentations/reports/2025/halma-fy25-report.pdf,HLMA_company_annual_report_current_fy2025_2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url (official halma.com PDF). No qualifying generative-AI evidence found; PeriGen's predictive/clinical-decision-support AI is general-AI-only, not generative AI."
HLMA-002,Halma plc,HLMA,Electronic equipment & parts,annual_report_previous,Halma plc Annual Report and Accounts 2024,FY2024,2024,https://www.halma.com/~/media/Files/H/Halma/Corp-V2/reports-and-presentations/reports/2024/ara/halma-annual-report-and-accounts-2024.pdf,HLMA_company_annual_report_previous_fy2024_2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,url is the direct_download_url (official halma.com PDF). No qualifying generative-AI evidence found.
SVT-001,Severn Trent,SVT,Multiline utilities,annual_report_current,Severn Trent Plc Annual Report and Accounts 2025 (Strategic Report),FY2025,2025,https://www.severntrent.com/content/dam/stw-plc/Severn_Trent_AR25_Strategic_Report.pdf,SVT_company_annual_report_current_fy2025_2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url (official severntrent.com PDF, strategic-report component). No GenAI-specific evidence found in this year's report (the Copilot/GPT-4 disclosure is in the AR2024 only)."
SVT-002,Severn Trent,SVT,Multiline utilities,annual_report_previous,Severn Trent Plc Annual Report and Accounts 2024,FY2024,2024,https://www.severntrent.com/content/dam/stw-plc/shareholder-resources/2024-reports/severn-trent-ara-2024-bookmarked-web-full-report.pdf,SVT_company_annual_report_previous_fy2024_2024.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url (official severntrent.com PDF). Yielded one operational use case (SVT-OP-001, Copilot with 'the capabilities of GPT-4' for colleagues)."
MKS-001,Marks & Spencer,MKS,Food & drug retailing,annual_report_current,M&S Annual Report and Financial Statements 2025,FY2024-25,2025-05,https://corporate.marksandspencer.com/sites/marksandspencer/files/2025-05/Marks-and-Spencer-Group-plc-Annual-Report-and-Financial-Statements-2025_INTERACTIVE_FINAL.pdf,MKS_company_annual_report_current_fy2024-25_2025-05.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,url is the direct_download_url (official corporate.marksandspencer.com PDF). Background/corroborating source; the operational finding was sourced from the March 2026 press release instead.
MKS-002,Marks & Spencer,MKS,Food & drug retailing,annual_report_previous,M&S Annual Report 2024,FY2023-24,2024-06,https://corporate.marksandspencer.com/sites/marksandspencer/files/2024-06/M-and-S-2024-Annual-Report.pdf,MKS_company_annual_report_previous_fy2023-24_2024-06.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,url is the direct_download_url (official corporate.marksandspencer.com PDF). Background/corroborating source.
MKS-003,Marks & Spencer,MKS,Food & drug retailing,press_release,"M&S gives every Store Manager and every Store Support Centre colleague latest AI tools with 11,000 Microsoft 365 Copilot licenses",n/a,2026-03-25,https://corporate.marksandspencer.com/newsroom/press-releases/ms-gives-every-store-manager-and-every-store-support-centre-colleague,MKS_company_press_release_n-a_2026-03-25.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct press-release URL (official corporate.marksandspencer.com), fetch-verified this session. Yielded one operational use case (MKS-OP-001, Microsoft 365 Copilot for store managers and support-centre colleagues)."
STAN-001,Standard Chartered,STAN,Banks,annual_report_current,Standard Chartered PLC Annual Report 2025,FY2025,2026-02,https://www.sc.com/en/uploads/sites/66/content/docs/standard-chartered-plc-2025-annual-report.pdf,STAN_company_annual_report_current_fy2025_2026-02.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,url is the direct_download_url (official sc.com PDF). Background/corroborating source; the two operational findings were sourced from the official AI innovation webpage instead.
STAN-002,Standard Chartered,STAN,Banks,annual_report_previous,Standard Chartered PLC Annual Report 2024,FY2024,2025-02,https://www.sc.com/uk/uploads/sites/66/content/docs/annual-report-2024-strategic-report.pdf,STAN_company_annual_report_previous_fy2024_2025-02.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,url is the direct_download_url (official sc.com PDF). Background/corroborating source.
STAN-003,Standard Chartered,STAN,Banks,strategy_or_technology_webpage,Artificial intelligence | Standard Chartered,n/a,,https://www.sc.com/en/about/innovation/artificial-intelligence/,STAN_company_strategy_or_technology_webpage_n-a.html,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct page URL (official sc.com), fetch-verified this session. Yielded two operational use cases: STAN-OP-001 (SC GPT, in-house LLM, 70,000+ employees) and STAN-OP-002 (GitHub Copilot for developers). No on-page publication date found; left blank."
PRU-001,Prudential plc,PRU,Life insurance,annual_report_current,Prudential plc Annual Report 2025,FY2025,2026-03,https://www.prudentialplc.com/content/dam/prudential-plc/investor/results-and-reports/lastest-annual-report/prudential-plc-ar-2025.pdf,PRU_company_annual_report_current_fy2025_2026-03.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,url is the direct_download_url (official prudentialplc.com PDF). Background/corroborating source.
PRU-002,Prudential plc,PRU,Life insurance,annual_report_previous,Prudential plc Annual Report 2024,FY2024,2025,https://www.prudentialplc.com/content/dam/prudential-plc/investor/results-and-reports/all-reports/2024/prudential-plc-ar-2024.pdf,PRU_company_annual_report_previous_fy2024_2025.pdf,company_primary,downloaded,extracted,reviewed_evidence_found,claude_code,,2026-08-04,"url is the direct_download_url (official prudentialplc.com PDF). Source of PRU-STR-003 (MedLM pilot for medical-claims analysis, coded strategic not operational -- explicitly a pilot)."
