record_id,company,ticker,sector,source_id,document_title,document_category,evidence_origin,publication_date,url,local_filename,page_or_section,evidence_quotation,is_genai,use_case_name,use_case_description,primary_business_function,secondary_business_function,user_group,orientation,deployment_stage,named_tool_or_model,technology_partner,claimed_benefits,benefit_evidence,quantified_metric,risk_or_limitation_discussed,human_review,privacy_control,security_control,accuracy_control,bias_fairness_control,employee_training,responsible_ai_framework,monitoring_audit,restricted_use_control,impact_assessment_control,evidence_strength,confidence,review_status,reviewer_notes,supporting_source_ids,duplicate_of_record_id,coded_by,model_version,coded_date
LGEN-UC-001,Legal & General,LGEN,Life insurance,LGEN-003,L&G expands Microsoft collaboration to accelerate AI enablement and transform customer experience,press_release,company_primary,2026-06-16,https://group.legalandgeneral.com/newsroom/press-releases/2026/6/lg-expands-microsoft-collaboration-to-accelerate-ai-enablement-and-transform-customer-experience/,LGEN_company_press_release_l-g-expands-microsoft-collaboration-to-accelerate-ai-enablem_2026-06-16.html,not_applicable,"L&G will continue to deploy Microsoft 365 Copilot to all 10,000 employees globally. This will embed generative AI into everyday tools to reduce administrative tasks, accelerate insight generation and enable colleagues to focus on supporting customers.",yes,Microsoft 365 Copilot rollout and Retail-business customer-service AI tool,"L&G's collaboration with Microsoft to deploy Microsoft 365 Copilot to all ~10,000 employees globally, embedding generative AI into everyday tools to reduce administrative tasks and accelerate insight generation. Builds on an existing, already-live Retail-business AI deployment giving service teams a real-time view of customer interactions, which has already delivered an eight-point year-on-year Net Promoter Score increase (Q1, DC & Workplace Savings) and serves more than 12 million L&G customers.",customer_service,knowledge_document_work,mixed,mixed,live_scaled,Microsoft 365 Copilot; Microsoft Azure,Microsoft,productivity,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging LGEN-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Company-primary newsroom release naming specific tools (Copilot, Azure), concrete tasks (administrative-task reduction, real-time customer-interaction view), a large deployment scale (10,000 employees; 12+ million customers already served) and a quantified outcome (8-point NPS increase) -- matches 3_strong.",,,human,,2026-07-20
RKT-UC-001,Reckitt,RKT,Household goods & home construction,RKT-002,Reckitt's First GenAI Results Demonstrate Changing Face of Marketing During Cannes Lions International Festival of Creativity,press_release,company_primary,2024-06-21,https://www.reckitt.com/news/reckitt-s-first-genai-results-demonstrate-changing-face-of-marketing-during-cannes-lions-international-festival-of-creativity/,RKT_company_press_release_reckitt-s-first-genai-results-demonstrate-changing-face-of-m_2024-06-21.html,not_applicable,"Reckitt undertook a series of pilots across Gaviscon, Finish and the company's overall marketing function... using a suite of tools that were tailored to Reckitt's needs. These included custom-built GPTs trained on Reckitt data and expertise, multi-modal GenAI tools for content adaptation and localisation, and an interactive interface to create, test, and refine new product concepts from consumer insights data.",yes,"GenAI marketing pilots for concept development and content localisation (Gaviscon, Finish)","Reckitt's marketing function, in partnership with Boston Consulting Group, ran GenAI pilots across the Gaviscon and Finish brands using custom-built GPTs trained on Reckitt data, multi-modal GenAI content-adaptation/localisation tools, and an interactive product-concept creation interface. Results: up to 60% faster concept development, ~30% faster ad adaptation/localisation, and post-campaign media analysis time reduced up to 90% with a two-fold quality improvement. Explicitly described as pilots, with the company 'moving to scaling up'.",marketing_content,product_service_innovation,employees,internal,pilot,Custom-built GPTs (no specific vendor model named),"Boston Consulting Group (delivery partner, not a named AI vendor)",time_saving,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging RKT-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Company-primary press release naming specific tools (custom GPTs, multi-modal content tools), named brands/teams (Gaviscon, Finish, marketing function), and multiple quantified outcomes (60% faster concept development, ~30% faster localisation, up to 90% faster media analysis) -- matches 3_strong despite pilot-stage deployment, since the manual's 3_strong bar is about evidence specificity/quantification, not deployment maturity.",,,human,,2026-07-20
SHEL-UC-001,Shell plc,SHEL,Oil & gas producers,SHEL-003,SparkCognition and Shell Announce a Technology Collaboration Aimed at Accelerating the Pace of Exploration Through the Use of Generative AI,partner_case_study,technology_partner,2023-05-17,https://www.prnewswire.com/news-releases/sparkcognition-and-shell-announce-a-technology-collaboration-aimed-at-accelerating-the-pace-of-exploration-through-the-use-of-generative-ai-301826717.html,SHEL_partner_partner_case_study_sparkcognition-and-shell-announce-a-technology-collaboration_2023-05-17.html,not_applicable,The proprietary generative AI approach being developed by Shell and SparkCognition uses deep learning to generate reliable subsurface images using far fewer seismic shots -- as little as 1% in completed field trials -- than traditionally necessary.,yes,SparkCognition/Shell generative-AI subsurface exploration imaging,"Shell and SparkCognition developed a proprietary generative-AI approach using deep learning to generate reliable subsurface images for oil and gas exploration, using as little as 1% of the seismic shots traditionally required, per completed field trials.",research_development,operations_supply_chain,employees,internal,pilot,Proprietary generative-AI/deep-learning approach (no specific model architecture named),SparkCognition,accuracy,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,2_moderate,medium,reviewed_confirmed,"Promoted from staging SHEL-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Technology-partner press release naming a specific task (subsurface seismic imaging) with a quantified field-trial result (1% of shots needed), but no independent Shell-primary corroboration and deployment described as field trials/pilot rather than scaled production -- matches 2_moderate.",,,human,,2026-07-20
HSBA-UC-001,HSBC,HSBA,Banks,HSBA-003,HSBC and Google Cloud announce transformative AI banking partnership,press_release,company_primary,2026-06-17,https://www.hsbc.com/news-and-views/news/media-releases/2026/hsbc-and-google-cloud-announce-transformative-ai-banking-partnership,HSBA_company_press_release_hsbc-and-google-cloud-announce-transformative-ai-banking-par_2026-06-17.html,not_applicable,AI-empowered teams: HSBC will supercharge its frontline staff and relationship managers with the expansion of an AI-powered decision assistant that is already reducing admin and client meeting prep time from hours to minutes for thousands of users.,yes,HSBC/Google Cloud Gemini-powered decision assistant and AI banking partnership,"HSBC and Google Cloud's multi-year partnership to build and deploy AI capabilities across HSBC's operations globally, focused on hyper-personalised wealth-management support, financial-crime risk detection using generative and agentic AI, and an AI-powered decision assistant already reducing admin/client-meeting-prep time from hours to minutes for thousands of relationship managers. Uses Gemini models and the Gemini Enterprise Agent Platform.",customer_service,risk_legal_compliance,employees,mixed,live_limited,Gemini models; Gemini Enterprise Agent Platform,Google Cloud (including Google DeepMind),time_saving,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging HSBA-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Company-primary newsroom release naming specific products (Gemini, Gemini Enterprise Agent Platform), a concrete already-live task (decision assistant reducing prep time from hours to minutes) with an explicit user-scale claim (thousands of users), plus quantified future-value figures (200+ use cases, $100m+ initiatives) -- matches 3_strong.",,,human,,2026-07-20
HSBA-UC-002,HSBC,HSBA,Banks,HSBA-004,HSBC and Mistral AI join forces to accelerate AI adoption across global bank,press_release,company_primary,2025-12-01,https://www.hsbc.com/news-and-views/news/media-releases/2025/hsbc-and-mistral-ai-join-forces-to-accelerate-ai-adoption-across-global-bank,HSBA_company_press_release_hsbc-and-mistral-ai-join-forces-to-accelerate-ai-adoption-ac_2025-12-01.html,not_applicable,This will enable HSBC to enhance current AI initiatives through self-hosted AI models that operate on HSBC's internal technology systems ... an AI-powered platform used by HSBC colleagues globally to help with productivity tasks.,yes,HSBC/Mistral AI self-hosted generative-AI productivity platform,"HSBC's strategic partnership with Mistral AI to deploy self-hosted generative-AI/foundational models on HSBC's internal systems, powering an AI-powered productivity platform used by HSBC colleagues globally for tasks including client-communication drafting, hyper-personalised marketing, procurement analysis, complex financial-document analysis, multilingual translation, and accelerated prototyping of new processes/features.",software_development_it,knowledge_document_work,employees,internal,live_limited,Mistral AI commercial/foundational models (self-hosted),Mistral AI,productivity,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,2_moderate,medium,reviewed_confirmed,"Promoted from staging HSBA-OP-002 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Company-primary newsroom release naming a specific technology partner and foundational-model approach, with four concrete task areas described, but no adoption-scale or quantified-outcome figure is given (unlike HSBA-OP-001's 'thousands of users') -- matches 2_moderate.",,,human,,2026-07-20
GSK-UC-001,GSK plc,GSK,Pharmaceuticals & biotechnology,GSK-001,GSK Annual Report 2025,annual_report_current,company_primary,,https://www.gsk.com/media/kn0bknmd/annual-report-2025.pdf,GSK_company_annual_report_current_fy2025.pdf,p.48,Generative AI has been implemented at over 20 sites to review historical investigation data and identify trends for improvement.,yes,Generative AI for manufacturing investigation-data review across 20+ sites,"GSK has implemented generative AI at over 20 manufacturing/operational sites to review historical investigation data and identify trends for improvement, alongside other data-technology applications such as predictive maintenance and environmental monitoring.",operations_supply_chain,risk_legal_compliance,employees,internal,live_scaled,Generative AI (no specific vendor/model named in source),not_applicable (no technology partner named),productivity,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,2_moderate,medium,reviewed_confirmed,"Promoted from staging GSK-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Company-primary Annual Report disclosure with a concrete task and a quantified deployment scale (20+ sites), but no vendor/model named and no outcome metric beyond 'identify trends for improvement' -- matches 2_moderate.",,,human,,2026-07-20
REL-UC-001,RELX,REL,Media,REL-003,How RELX is adopting generative AI,strategy_or_technology_webpage,company_primary,,https://stories.relx.com/generative-ai/index.html,REL_company_strategy_or_technology_webpage_how-relx-is-adopting-generative-ai_2026-03.html,not_applicable,"Lexis+ with Protege delivers purpose-built, end-to-end legal AI workflows with a new user interface designed to make trusted legal work possible with one prompt.",yes,Lexis+ with Protege -- generative-AI legal research and drafting platform,"RELX's flagship legal-AI product (formerly Lexis+ AI), providing conversational legal research, personalised drafting, document analysis, summarisation and citation checking for legal professionals, grounded in 200 billion documents and general AI models from Anthropic, Google and OpenAI. At general availability, replacing the prior Lexis+ AI product.",knowledge_document_work,product_service_innovation,customers,product_embedded,live_scaled,"Lexis+ with Protege (built on models from Anthropic, Google, OpenAI)",Anthropic; Google; OpenAI (underlying model providers),productivity,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging REL-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Company-primary corporate page describing a named, flagship, generally-available product with concrete tasks and named underlying models, plus a quantified content scale (200bn documents) -- matches 3_strong.",,,human,,2026-07-20
REL-UC-002,RELX,REL,Media,REL-003,How RELX is adopting generative AI,strategy_or_technology_webpage,company_primary,,https://stories.relx.com/generative-ai/index.html,REL_company_strategy_or_technology_webpage_how-relx-is-adopting-generative-ai_2026-03.html,not_applicable,PharmaPendium AI is a generative AI assistant for regulatory intelligence in drug development ... Early access users reported time savings of up to 66 percent per search and review session.,yes,PharmaPendium AI -- generative-AI regulatory intelligence assistant,"A generative-AI assistant layered on RELX's PharmaPendium regulatory tool, using retrieval-augmented generation to deliver citation-backed answers to regulatory questions for pharmaceutical regulatory-affairs professionals and researchers, drawing on FDA/EMA documents.",risk_legal_compliance,research_development,customers,product_embedded,live_limited,PharmaPendium AI (retrieval-augmented generation),not_applicable (no external technology partner named),time_saving,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,Promoted from staging REL-OP-002 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Company-primary description of a named product with a concrete task and a quantified outcome (up to 66% time savings for early-access users) -- matches 3_strong.,,,human,,2026-07-20
REL-UC-003,RELX,REL,Media,REL-003,How RELX is adopting generative AI,strategy_or_technology_webpage,company_primary,,https://stories.relx.com/generative-ai/index.html,REL_company_strategy_or_technology_webpage_how-relx-is-adopting-generative-ai_2026-03.html,not_applicable,"ClinicalKey AI combines trusted, evidence-based clinical content with conversational search powered by generative AI to support clinicians in delivering high-quality patient care.",yes,ClinicalKey AI -- generative-AI clinical information assistant,"A generative-AI-powered conversational search tool over Elsevier's clinical content (medical textbooks, journals, reference content) to help clinicians find accurate clinical information at the point of care; tested by more than 30,000 physicians before launch and available in many markets.",knowledge_document_work,product_service_innovation,customers,product_embedded,live_scaled,ClinicalKey AI,OpenEvidence (co-development partner),accuracy,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging REL-OP-003 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Company-primary description of a named, launched product available in many markets, with a quantified pre-launch testing scale (30,000+ physicians) -- matches 3_strong.",,,human,,2026-07-20
REL-UC-004,RELX,REL,Media,REL-003,How RELX is adopting generative AI,strategy_or_technology_webpage,company_primary,,https://stories.relx.com/generative-ai/index.html,REL_company_strategy_or_technology_webpage_how-relx-is-adopting-generative-ai_2026-03.html,not_applicable,"Launched in 2024, Ask ICIS is ICIS' first of its kind generative AI assistant that delivers subscribers an unparalleled access to standout energy and chemicals market intelligence.",yes,Ask ICIS -- generative-AI commodities/energy market-intelligence assistant,"ICIS's (a RELX business) generative-AI assistant delivering energy and chemicals market intelligence to subscribers, leveraging over 500 million data points and available in 50+ languages, launched in 2024.",knowledge_document_work,product_service_innovation,customers,product_embedded,live_scaled,Ask ICIS,not_applicable (no external technology partner named),accessibility,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging REL-OP-004 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Company-primary description of a named, launched (2024) product with a quantified data scale (500m+ data points) and language coverage (50+ languages) -- matches 3_strong.",,,human,,2026-07-20
LSEG-UC-001,London Stock Exchange Group,LSEG,Financial services,LSEG-002,London Stock Exchange Group plc Annual Report 2024,annual_report_previous,company_primary,2025-04,https://www.lseg.com/content/dam/lseg/en_us/documents/investor-relations/annual-reports/lseg-annual-report-2024.pdf,LSEG_company_annual_report_previous_fy2024_2025-04.pdf,p.8,"This interoperability has facilitated the launch of Financial Meeting Prep, an application that uses Gen AI and data from LSEG Workspace to produce insightful briefing reports for meetings",yes,Financial Meeting Prep -- Gen AI meeting-briefing report generator,"A Microsoft Teams application, developed via the LSEG/Microsoft partnership, that uses generative AI together with LSEG's licensed financial data and news to automatically generate briefing reports about public companies ahead of client meetings. Explicitly confirmed as generally available/launched by the end of 2024 in three separate passages within the AR2024.",knowledge_document_work,sales,customers,product_embedded,live_limited,Financial Meeting Prep (Microsoft Teams application),Microsoft,productivity,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,2_moderate,medium,reviewed_confirmed,"Promoted from staging LSEG-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named, launched product with explicit 'Gen AI' language, confirmed general availability/launch by end of 2024 in three separate passages, concrete task (generate meeting-briefing reports) and identifiable user group (LSEG customers via Microsoft Teams) -- matches 2_moderate (no quantified adoption/usage metric, which would be required for 3_strong).",,,human,,2026-08-04
LSEG-UC-002,London Stock Exchange Group,LSEG,Financial services,LSEG-002,London Stock Exchange Group plc Annual Report 2024,annual_report_previous,company_primary,2025-04,https://www.lseg.com/content/dam/lseg/en_us/documents/investor-relations/annual-reports/lseg-annual-report-2024.pdf,LSEG_company_annual_report_previous_fy2024_2025-04.pdf,p.8,"AI Insights API, which leverages LSEG's proprietary data and analytics to summarise large volumes of information using natural language prompts",yes,AI Insights API -- Gen AI document/data summarisation,"An API product, named by LSEG as one of two examples of 'Gen AI in our offering', that uses LSEG's proprietary data and analytics to summarise large volumes of information in response to natural language prompts.",knowledge_document_work,unclear,customers,product_embedded,live_limited,AI Insights API,not_applicable (no external technology partner named),productivity,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,1_weak,medium,reviewed_confirmed,"Promoted from staging LSEG-OP-002 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named product with explicit 'Gen AI' language and a concrete task (summarise large volumes of information via natural language prompts), but deployment-stage evidence is only present-tense ('in our offering') rather than an explicit launch/GA date like Financial Meeting Prep -- matches 1_weak.",,,human,,2026-08-04
BARC-UC-001,Barclays,BARC,Banks,BARC-001,Barclays PLC Annual Report 2025,annual_report_current,company_primary,2025,https://home.barclays/content/dam/home-barclays/documents/investor-relations/reports-and-events/annual-reports/2025/Barclays-PLC-Annual-Report-2025.pdf,BARC_company_annual_report_current_fy2025_2025.pdf,p.13,"M365 Copilot is Microsoft's AI-powered assistant and we have c.100,000 licences for colleagues across the bank to help improve productivity and encourage innovation.",yes,Microsoft 365 Copilot -- bank-wide colleague productivity assistant,"Barclays has deployed Microsoft 365 Copilot to approximately 100,000 colleague licences across the bank, described as an AI-powered assistant to help colleagues make better decisions, collaborate and focus on higher-value activities.",other,unclear,employees,internal,live_scaled,Microsoft 365 Copilot,Microsoft,productivity,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging BARC-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named, live, bank-wide product deployment with an explicit, large quantified licence count (c.100,000) -- matches 3_strong.",,,human,,2026-08-04
AV-UC-001,Aviva,AV,Life insurance,AV-001,Aviva plc Annual Report and Accounts 2025,annual_report_current,company_primary,2026-03,https://static.aviva.io/content/dam/aviva-corporate/documents/investors/pdfs/reports/2025/annual-report-and-accounts-2025.pdf,AV_company_annual_report_current_fy2025_2026-03.pdf,p.28,"We're deploying technology and AI at scale. For example, our GenAI claims summarisation tool is used by over 500 handlers and has halved the time that customers are on hold.",yes,GenAI claims summarisation tool -- UK General Insurance,"A generative-AI tool used by over 500 claims handlers in Aviva's UK General Insurance business to summarise claims, which has halved the time customers spend on hold.",customer_service,operations_supply_chain,employees,internal,live_scaled,GenAI claims summarisation tool (unnamed proprietary product),not_applicable (no external technology partner named),time_saving;service_quality,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging AV-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named task, quantified user base (500+ handlers) and quantified benefit (halved hold time), cross-year corroborated in the AR2024 -- matches 3_strong.",,,human,,2026-08-04
AV-UC-002,Aviva,AV,Life insurance,AV-001,Aviva plc Annual Report and Accounts 2025,annual_report_current,company_primary,2026-03,https://static.aviva.io/content/dam/aviva-corporate/documents/investors/pdfs/reports/2025/annual-report-and-accounts-2025.pdf,AV_company_annual_report_current_fy2025_2026-03.pdf,p.40,"This year, we launched a new generative AI tool that enables our underwriters to analyse and summarise GP medical reports significantly faster, whilst maintaining the highest standards of accuracy and customer care.",yes,Generative-AI GP medical report summarisation tool for underwriting,"A generative-AI tool, launched in 2025, that enables Aviva's Protection-division underwriters to analyse and summarise GP medical reports faster; described elsewhere in the same report as an 'industry-first AI-powered medical report summarisation tool that converts GP reports into decision-ready insights', already improving turnaround times.",risk_legal_compliance,knowledge_document_work,employees,internal,live_limited,Generative AI medical report summarisation tool (unnamed proprietary product),not_applicable (no external technology partner named),time_saving;accuracy,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,2_moderate,medium,reviewed_confirmed,"Promoted from staging AV-OP-002 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named task, launched (live) deployment, explicit generative-AI language, but no user-count or percentage metric given (only a qualitative turnaround-time improvement claim) -- matches 2_moderate.",,,human,,2026-08-04
AV-UC-003,Aviva,AV,Life insurance,AV-002,Aviva plc Annual Report and Accounts 2024,annual_report_previous,company_primary,2025,https://static.aviva.io/content/dam/aviva-corporate/documents/investors/pdfs/reports/2024/aviva-plc-annual-report-and-accounts-2024.pdf,AV_company_annual_report_previous_fy2024_2025.pdf,p.26,"For example, all Aviva colleagues have Microsoft 365 Copilot Chat, and we're rolling out GitHub Copilot to all developers.",yes,Microsoft 365 Copilot Chat and GitHub Copilot -- company-wide colleague/developer rollout,"All Aviva colleagues have been given Microsoft 365 Copilot Chat for general productivity, and GitHub Copilot is being rolled out to all developers, as part of an identified pipeline of over 150 GenAI use cases focused on process enhancements and workforce productivity.",other,software_development_it,employees,internal,live_scaled,Microsoft 365 Copilot Chat; GitHub Copilot,Microsoft; GitHub,productivity,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging AV-OP-003 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named products, company-wide 'all colleagues'/'all developers' deployment scale, live -- matches 3_strong.",,,human,,2026-08-04
SVT-UC-001,Severn Trent,SVT,Multiline utilities,SVT-002,Severn Trent Plc Annual Report and Accounts 2024,annual_report_previous,company_primary,2024,https://www.severntrent.com/content/dam/stw-plc/shareholder-resources/2024-reports/severn-trent-ara-2024-bookmarked-web-full-report.pdf,SVT_company_annual_report_previous_fy2024_2024.pdf,p.103,"Our colleagues now have access to Copilot, which offers the capabilities of GPT-4, with commercial data protection from Microsoft.",yes,Copilot (GPT-4) -- colleague productivity assistant,"Severn Trent colleagues have access to Microsoft Copilot, explicitly described as offering the capabilities of GPT-4, with commercial data protection.",other,unclear,employees,internal,live_limited,Microsoft Copilot (GPT-4),Microsoft,productivity,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,2_moderate,medium,reviewed_confirmed,"Promoted from staging SVT-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named product with explicit GPT-4 attribution and live deployment ('now have access'), but no quantified colleague count or usage metric is given -- matches 2_moderate.",,,human,,2026-08-04
MKS-UC-001,Marks & Spencer,MKS,Food & drug retailing,MKS-003,"M&S gives every Store Manager and every Store Support Centre colleague latest AI tools with 11,000 Microsoft 365 Copilot licenses",press_release,company_primary,2026-03-25,https://corporate.marksandspencer.com/newsroom/press-releases/ms-gives-every-store-manager-and-every-store-support-centre-colleague,MKS_company_press_release_n-a_2026-03-25.html,not_applicable,I already love using AI in my daily tasks. Every morning I ask Copilot to pull together my morning huddle and shift handover notes.,yes,Microsoft 365 Copilot -- store manager productivity assistant,"M&S is purchasing 11,000 Microsoft 365 Copilot licences for store managers and Store Support Centre colleagues, who use it for tasks such as compiling meeting notes, sales insights, rotas and shift handovers; at least one named store manager confirmed already using it daily.",knowledge_document_work,operations_supply_chain,employees,internal,live_limited,Microsoft 365 Copilot,Microsoft,time_saving;productivity,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,2_moderate,medium,reviewed_confirmed,"Promoted from staging MKS-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named, quantified licence purchase (11,000) with a concrete task and confirmed daily live use by at least one named early-adopter colleague, but the broader rollout is still described in future/in-progress language rather than confirmed complete -- matches 2_moderate rather than 3_strong.",,,human,,2026-08-04
STAN-UC-001,Standard Chartered,STAN,Banks,STAN-003,Artificial intelligence | Standard Chartered,strategy_or_technology_webpage,company_primary,,https://www.sc.com/en/about/innovation/artificial-intelligence/,STAN_company_strategy_or_technology_webpage_n-a.html,not_applicable,"Our bespoke, secure SC GPT has been rolled out to support over 70,000 employees across 41 markets.",yes,SC GPT -- bespoke in-house LLM for employees,"Standard Chartered's own bespoke, secure large language model, SC GPT, rolled out to support over 70,000 employees across 41 markets, combined with enterprise software subscriptions for colleague workflows.",other,unclear,employees,internal,live_scaled,SC GPT,not_applicable (in-house LLM),productivity,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging STAN-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named, in-house LLM with an explicit, large quantified rollout figure (70,000+ employees across 41 markets), live deployment ('has been rolled out') -- matches 3_strong.",,,human,,2026-08-04
STAN-UC-002,Standard Chartered,STAN,Banks,STAN-003,Artificial intelligence | Standard Chartered,strategy_or_technology_webpage,company_primary,,https://www.sc.com/en/about/innovation/artificial-intelligence/,STAN_company_strategy_or_technology_webpage_n-a.html,not_applicable,"GitHub Copilot, powered by advanced Anthropic models, assists developers in coding, testing, and documentation, allowing teams to focus more on solving complex problems and developing richer features.",yes,GitHub Copilot -- developer coding assistant,"Standard Chartered engineers use GitHub Copilot, powered by Anthropic models, to assist with coding, testing and documentation.",software_development_it,unclear,employees,internal,live_limited,GitHub Copilot (Anthropic models),GitHub; Anthropic,productivity,observed_unquantified,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,2_moderate,medium,reviewed_confirmed,"Promoted from staging STAN-OP-002 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named product with a concrete task (coding, testing, documentation) and live deployment language, but no quantified developer headcount is given -- matches 2_moderate.",,,human,,2026-08-04
NWG-UC-001,NatWest Group,NWG,Banks,NWG-003,Deploying new generative AI technology to support our colleagues | NatWest Group,press_release,company_primary,2025-04,https://www.natwestgroup.com/news-and-insights/latest-stories/ai-and-data/2025/apr/deploying-new-generative-ai-technology-to-support-our-colleagues.html,NWG_company_press_release_n-a_2025-04.html,not_applicable,"We're rolling out two new internal GenAI tools to 99% of our colleagues across NatWest Group... the AI Digital Enabler for NatWest... We're also rolling out Microsoft Copilot Chat, a GenAI tool that uses smart AI to answer questions, generate content and find information our colleagues need quickly.",yes,AI Digital Enabler and Microsoft Copilot Chat -- colleague GenAI rollout,"NatWest Group rolled out two internal generative-AI tools to 99% of colleagues: the AI Digital Enabler, an internal ChatGPT-like platform for document summarisation, problem-solving, content drafting and brainstorming, and Microsoft Copilot Chat for answering questions, generating content and finding information.",other,knowledge_document_work,employees,internal,live_scaled,AI Digital Enabler; Microsoft Copilot Chat,Microsoft,productivity,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging NWG-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named tools with an explicit, large quantified rollout figure (99% of colleagues), live deployment ('rolling out'), explicit GenAI language throughout -- matches 3_strong.",,,human,,2026-08-05
SSE-UC-001,SSE plc,SSE,Electrical utilities & independent power producers,SSE-003,"SSE creates a compliant, nuanced virtual assistant using Microsoft Copilot Studio and Azure OpenAI | Microsoft Customer Stories",partner_case_study,technology_partner,,https://www.microsoft.com/en/customers/story/24657-sse-microsoft-copilot-studio,SSE_partner_partner_case_study_n-a.html,not_applicable,"Nero, SSE's new virtual assistant, is now embedded in the SSE website... Available 24/7, Nero currently handles around 280 customer conversations each day.",yes,Nero -- generative-AI customer virtual assistant,"SSE's customer-facing virtual assistant, Nero, built on Microsoft Copilot Studio and Azure OpenAI with retrieval-augmented generation, helps customers view and pay bills and answer queries; available 24/7 and handling around 280 customer conversations per day, with a 53% increase in positive customer reactions since launch.",customer_service,finance_administration,customers,customer_facing,live_scaled,Nero (Microsoft Copilot Studio + Azure OpenAI),Microsoft,service_quality;productivity,expected,not_applicable,unclear,no,no,no,no,no,no,no,no,no,no,3_strong,high,reviewed_confirmed,"Promoted from staging SSE-OP-001 (reviewer_decision=accept). evidence_strength/confidence explicitly approved by the human operator: Named product, explicit generative-AI language ('using the generative AI to drive the interaction'), live deployment with a specific daily-volume quantified metric (280 conversations/day) and quantified outcome (53% increase in positive reactions) -- matches 3_strong.",,,human,,2026-08-05
